Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
[O-][S@@+](Cc1cncs1)C(c2ccc(F)cc2)c3ccc(F)cc3,,,5.27572413,,,,
Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(Cl)cc4,,,6.809668302,,,,
CCOC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccc(I)cc3,,5.692290077,,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CC3)CNCCS4(=O)=O)C(F)(F)F)c1,,,7.079876674,,,,
CCC(=O)C1=C(CC2CCC1N2CCCN3CCS[Re]4(=O)SCCN4C(=O)C3)c5ccc(Cl)c(Cl)c5,,,5.920818754,,,,
C[C@H]1CN(CCCn2c3ccc(cc3c4cc(ccc24)[N+](=O)[O-])[N+](=O)[O-])C[C@H](C)N1,,5.435333936,,,,,
Oc1ccccc1CCCN2CCN(CCOC(c3ccccc3)c4ccccc4)CC2,,8.167491087,,,,,
NCCc1ccc(O)c(O)c1,,6.698970004,6.337242168,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cn2nc3ccccc3n2)cc1)c4cccnc4,,,,,7.619788758,,
Cc1c(Oc2cccc(F)c2)cc(cc1C#N)N3CCC4(CC3)CNCCO4,,,8.159893906,,,,
CNCC(O)c1cc(O)c(O)cc1F,,,,,,6.096910013,
COC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2,8.263603498,9.207608311,8.853871964,,,,
FC(F)(F)c1cccc(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)c(c2)c5ccnc(CNCCC6CCNCC6)c5,,,5.396855627,,,,
COc1c(O)c2c3ccccc3C[C@H]4NCCc(c1OC)c24,,5.602059991,,,,,
O=S(=O)(Nc1ccccc1)c2ccc3N(CCc3c2)c4cccc(CCCC5CCCC5)c4,,,,,8.301029996,,
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,,,5.019996628,,,,
Clc1ccc(cc1Cl)C23CNCC2C3,,6.420216403,7.107905397,,,,
Cc1ncsc1C[S+]([O-])C(c2ccccc2)c3ccccc3,,,4.355955507,,,,
O=C(NCCCN1CCC(Cc2ccccc2)CC1)C(c3ccccc3)c4ccccc4,,,5.970616222,,,,
CC(C)(CC(c1ccc(F)cc1)c2ccc(F)cc2)NCC(O)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,10.11999861
Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(Cl)c(Cl)c4,,,7.159893906,,,,
OC1(N2CCCN=C2c3ccccc13)c4ccc5OCOc5c4,,8.71219827,8.962573502,,,,
CNc1nc(nc2c1ncn2[C@H]3[C@H](O)[C@H](O)[C@@]4(C[C@H]34)C(=O)OC)C#Cc5ccc(Cl)s5,,,6.896196279,,,,
CCNCCc1c[nH]c2ccccc12,5.413187731,5.176525771,,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2cc(Cl)cc(Cl)c2,,7.183096161,,,,,
CC#CCNc1cccc(c1)[C@@H](O)CN[C@H](C)Cc2c[nH]c3c(OS(=O)(=O)C)cccc23,,,,,8.187086643,,7.744727495
CCOc1cc(C=Nn2cnnc2)ccc1OCCOc3ccc(CC=C)cc3OC,,,,,,,6.231361899
OC(CNC1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)COc5ccc(O)c(c5)C(=O)O,,,,,6.508638306,,
OC(CNC1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)COc5ccc(O)cc5,,,,,8.795880017,,
CCC(=O)C1C2CCC(CC1c3ccc(cc3)c4ccccc4)N2C,,8.638272164,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)C2CCCCC2)cc1)COc3ccc(O)cc3,,,,5.920818754,5.823908741,,
COc1ccc(cc1)[C@H](CN(C)C)C2(O)CCCCC2,,,4.707743929,,,,
CN(C)Cc1ccccc1Oc2ccc(Cl)cc2Cl,,,6.709965389,,,,
CN1[C@H]2CC[C@@H]1[C@@H](C#C)[C@H](C2)c3ccc(C)cc3,,,7.958607315,,,,
Cc1cc(ccc1C(=O)O)c2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4ccc(Cl)cc4,,,,6.083546051,8.744727495,,
O[C@@H](CNCCc1ccc(NC2CCN(CC2)C(=O)NCCCC3CCCC3)cc1)COc4ccc(O)cc4,,,,6.728158393,7.301029996,,
CCCCCCCCNC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,6.214670165,8.096910013,,
CN(C)[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c3ccccc13,,,5.15490196,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(COc4ccc(cc4)C(F)(F)F)n3)cc1)c5cccnc5,,,,,7.958607315,,
CC(C)Oc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,,,,,8.698970004,,7.920818754
CN1C2CCC1[C@H](C(C2)c3ccc(Cl)cc3)c4oc(cn4)c5ccccc5,6.304518324,7.698970004,,,,,
CC(=O)Nc1ccc(cn1)[C@@H](O)CNCCc2ccc(cc2)c3ccc(C(=O)NS(=O)(=O)C)c(OC4CCCCC4)c3,,,,,9.638272164,,
COC(=O)C1=C(CC2CCC1S2)c3ccc(Cl)c(Cl)c3,,,8.346787486,,,,
C(c1ccccc1)c2cccc(c2)N3CCC4(CC3)CNCCO4,,,6.420216403,,,,
CNS(=O)(=O)c1ccc(Oc2ccc(cc2)S(=O)C)c(CN(C)C)c1,,,7.886056648,,,,
CCC(CC)OC(=O)C1C2CCC(CC1c3ccc(C)cc3)N2C,5.462936857,7.721246399,,,,,
OCCCCN1CCN(CC1)C2CC(c3ccc(F)cc3)c4ccc(F)cc24,,8.045757491,,,,,
COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c(O)c(OC)cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34,,4.962573502,,,,,
COC(C1CNC1)c2ccccc2C,,,6.067019178,,,,
CN1CCN(CC1)[C@H]2C[C@H](c3ccc(F)cc3)c4ccc(F)cc24,7.552841969,7.091514981,,,,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,,8.853871964,8.958607315,,,,
COC[C@@H]([C@H]1CCCCN1)c2ccc(Cl)c(Cl)c2,,8.769551079,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1)COc3ccc(O)cc3,,,,6.494850022,8.795880017,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(N)cc2,,7.462180905,,,,,
CN1C2CCC1CC(O)(C2)c3cccc(c3)c4ccccc4,,,4.659555885,,,,
FC(F)(F)c1ccc(Oc2ccc3c(CN4CCC3(CC4)c5ccc(Cl)c(Cl)c5)c2)nn1,,,9.15490196,,,,
C[C@H]1CN(CCCn2c3ccccc3c4ccccc24)C[C@H](C)N1C,,6.612610174,,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CNCCC4=O)C3)C(F)(F)F)c1,,,8.149966742,,,,
CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3SC,,,5.397940009,,,,
COC(=O)C1C2CCC(CC1c3ccc(\C=C/C)cc3)N2C,5.552841969,7.823908741,,,,,
COC(=O)C1=C(CC2CCC1S2)c3ccc(Cl)cc3,,,7.886056648,,,,
Fc1cccc(Oc2cc(F)c(F)cc2N3CCCC4(CCNCC4)C3)c1,,,6.640164518,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2oc3ccccc3n2)cc1)c4cccnc4,,,,,7.677780705,,
CN(C)C\C=C(/c1cccnc1)\c2ccccc2Br,5.657577319,,,,,,
CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cccc(Cl)c3C,,,5.853871964,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4NCCCC4C3)C(F)(F)F)c1,,,8.899629455,,,,
O[C@@H](CNCCc1ccc(NC(=O)CN2C(=O)N=Cc3ccccc23)cc1)c4cccnc4,,,,,7.721246399,,
COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc(Cl)c2Cl)cc1,,,,,6.698970004,,
CN(C)c1cc(Oc2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4ccc(Cl)nc4)cc(c1)C(=O)O,,,,6.568636236,8.744727495,,
C[C@@H](Cc1cccc2ccccc12)NC[C@H](O)c3cc(O)cc(O)c3,,,,,,,8.568636236
Oc1ccc(CCNCCc2ccc(CNCCc3c(Cl)cccc3Cl)cc2)c4SC(=O)Nc14,,,,,,,7
CCc1ccccc1OC[C@@H](O)CNCCc2ccc(NC(=O)c3ccccc3)cc2,,,,6.906578315,,,6.530177984
CCCN1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(cn4)C(=O)N)cc3)c12,,,,,8.283996656,,
COC(=O)C1C2CCC(CC1c3ccc(N)c(I)c3)N2C,5.876475019,8.853871964,,,,,
Cc1n[nH]c2cc(OCCNC[C@H](O)c3cccc(NS(=O)(=O)C4CC4)c3)ccc12,,,,,,5.903089987,
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.943095149,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(C=C4SC(=NC4=O)NC5CCN(Cc6ccccc6)CC5)cc3,,,,,7.045757491,,
Fc1cccc(Oc2ccnc(n2)N3CCC4(CC3)CNCCO4)c1,,,7.329754147,,,,
C(Oc1ccccc1c2cnccn2)C3=NCCN3,,,,,,8.602059991,
C[C@H](Cc1ccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CCSc1ccc(cc1)[C@H]2CC3CCC([C@H]2C(=O)OC)N3CCCF,,,5.920818754,,,,
COC(=O)[C@H]1C2CC[C@H](C[C@H]1c3ccc4ccccc4c3)N2C,,8.48148606,,,,,
CN1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccc(I)cc3)C(=O)OCc4ccccc4,,5.337053386,,,,,
OC(=O)C1C2CC[C@H](C[C@@H]1OC(=O)c3ccccc3)N2,,4.106793247,,,,,
CN1CC(c2ccccc2)c3cccc(N)c3C1,7.698970004,7.468521083,7.823908741,,,,
CCCCN(Cc1ccc2ccccc2c1)[C@H]3CCNC3,,,7.055517328,,,,
Fc1ccn(Cc2cccc3C(CCc23)c4ncc[nH]4)n1,,,,,,7.769551079,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1)COc4ccc(O)cc4,,,,,8.638272164,,
CNC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.315154638,,,,
O[C@@H](CNC1CCN(CC1)c2ccc(CC3=C(O)NC(=O)S3)cc2)COc4ccccc4,,,,5.694648631,7.397940009,,
COC(=O)C1=C(CC2CCC1C2)c3ccc(Cl)c(Cl)c3,,,8.148741651,,,,
CNCc1cc(ccc1Oc2ccc(Cl)cc2C)N3CCCS3(=O)=O,,,7.327902142,,,,
CC[C@@H]1CC2C[C@H]3C1N(CCc4c3[nH]c5ccc(O)cc45)C2,,5.474955193,,,,,
CN1C2CCC1C(C(C2)c3cccc4ccccc34)C(=O)C,,8,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(Cc4cc(F)c(F)c(F)c4)n3)cc1)c5cccnc5,,,,,8.698970004,,
Cc1ccc(Oc2ccccc2)cc1N3CCC4(CC3)CNCCO4,,,7.440093375,,,,
COc1cc(NC(=O)OCCN(C)[C@@H]2CC[C@H](CC2)OC(=O)C(O)(c3cccs3)c4cccs4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.599999383
Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccc(NC(=O)CCCCC4SCC5NC(=O)NC45)cc3)CC2)c6ccc(F)cc6,,,7.443697499,,,,
Clc1ccc(cc1)c2nnnn2CCCN3CCC(Cc4ccccc4)CC3,,,5.079876674,,,,
CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)C5(CCCC5)c34,,,,,7.958607315,,
Cc1ccc(SCC(=O)Nc2ccc(cc2)c3oc(nn3)c4occc4)cc1,,,,,,,6.201349355
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)O2,,,8.48148606,,,,
Cc1ccc(cc1)C([S+]([O-])Cc2nccs2)c3ccc(C)cc3,,,4.531800414,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CC3)CNCCO4)C#N)c1,,,8.010105436,,,,
CCCCNC(=O)c1ccccc1NCC2=NCCN2,,,,,,7.698970004,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)C(=O)Oc4ccc(C)cc4,5.387640052,7.091514981,,,,,
O[C@@H](CNCCc1ccc2N(CCCc2c1)C(=O)Cc3nccn3Cc4ccccc4)COc5ccccc5,,,,6.769551079,6.920818754,,
Cc1n[nH]c2ncc(cc12)C(=O)N3CCC[C@H]3c4ccc(Cl)cc4,,,5.070581074,,,,
O[C@@H](CCN1CCN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)c4ccccc4,,8.443697499,,,,,
COC(=O)C1C2CCC(CC1c3ccc(\C=C\C)cc3)N2C,5.798602876,8.27572413,,,,,
CN1C2CCC1C3COC(=O)CCC(=O)CCC(=O)Nc4ccc(cc4)C3C2,,,6.795880017,,,,
COC(=O)C1C2CC[C@H](C[C@H]1c3ccc(Br)cc3)N2C,7.431798276,8.769551079,,,,,
CCCC(N1CCCC1)C(=O)c2ccc(cc2)[N+](=O)[O-],,,5.954677021,,,,
COC(=O)C1C2CCC(CC1c3ccc(F)cc3)N2CCCN4CCS[Re]5(=O)SCCN5C(=O)C4,,,8.537602002,,,,
COCc1ccc(F)c2C(CCc12)c3ncc[nH]3,,,,,,6.181774106,
CN1C2C[C@@H](CC1[C@@H](O)C2)OC(c3ccccc3)c4ccccc4,,5.886056648,,,,,
O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(I)cc2)cc1)COc3ccccc3,,,,7.15490196,6.327902142,,8
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(n3)c4ccc(F)cc4)cc1)c5cccnc5,,,,,7.619788758,,
CN1CC2CCC(C1)C2c3ccc(Cl)cc3,,6.563837353,,,,,
COC(=O)C1C2CC[C@H](C[C@@H]1c3ccccc3)N2,,7.065501549,,,,,
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4cn(Cc5ccccc5)nn4,,,7.327902142,,,,
Clc1ccc2C(CCc2c1c3cc[nH]n3)c4ncc[nH]4,,,,,,6.492144128,
CC(C)Cc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3cccc(Cl)c3)cc2,,,,7.823908741,9.167491087,,
C[C@H](Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
Fc1ccc(cc1)C(=O)NC2CCC(NC2)C(c3ccccc3)c4ccccc4,5.251037139,7.060480747,,,,,
Cl.COC[C@@H](C1CCNCC1)c2ccc(Cl)c(Cl)c2,,,6.744727495,,,,
NC(=O)C=C,,0.359,,,,,
CCC1NCCCN(C1=O)c2ccc3ccccc3c2,,,6.886056648,,,,
COC(=O)[C@@H]([C@H]1CCC[NH2+]1)c2ccc(Cl)cc2,,6.565431096,,,,,
CN1C2C[C@@H](CC1[C@H](O)C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,,6.853871964,,,,,
CC(Cc1c[nH]c2cc(Cl)ccc12)NCC(O)c3cccc(Cl)c3,,,,,7.552841969,,
COc1ccc(cc1)c2cc(on2)C3C4CCC(CC3c5ccc(C)cc5)N4C,6.121478204,8.40560745,,,,,
COC(=O)C1C2CCC(CC1c3ccc(O)c(O)c3)N2C,,,6.391473966,,,,
CCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,8.283996656,,
COC(=O)C1[C@H](CC2CCC1N2C)OC(c3ccccc3)c4ccc(I)cc4,,,7.251811973,,,,
COc1cc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c(Cl)cc1CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CN(CC(c1ccccc1)c2ccccc2)CC3CCN(Cc4ccc(F)cc4)CC3,,7.026872146,,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CC3)CNCCO4)C(F)(F)F)c1,,,8.420216403,,,,
CO[C@H]1CCN2CCCC[C@@H]2[C@H]1c3ccccc3,,7.214670165,,,,,
Fc1cccc(Oc2cc(F)cc(c2)N3CCC4(CCNC4)CC3)c1,,,8.838631998,,,,
CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,,,,,,,7.886056648
O[C@@H]1CC[C@](CC1)(N2CCCCC2)c3cc4ccccc4s3,,6.946921557,,,,,
CC(C)(Cc1cc(F)cc(F)c1)NCC(O)c2ccc(O)c3NC(=O)COc23,,,,8.142667504,,,9.301029996
CC(Cc1c[nH]c2c(OCc3ccccc3)cccc12)NC[C@H](O)c4cccc(Cl)c4,,,,,7.958607315,,
COc1ccc(Oc2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4ccc(Cl)cc4)cc1C(=O)O,,,,,8.327902142,,
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5,,,,,,,9
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cc3ccccc3s2,,,5.619788758,,,,
CCOC(=O)c1ccc(NC(=O)COc2ccc(cc2)S(=O)(=O)N3CCCC3)cc1,,,,,,,5.863279433
COC(=O)C1=C(CC2CCC1S2)c3ccc(I)cc3,,,8.173925197,,,,
CCC(=O)C1C2CCC(CC1c3ccc(I)c(F)c3)N2,,8.958607315,,,,,
CON(C)C(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2C,6.260427656,9.070581074,,,,,
CCC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2CCCN4CCS[Re]5(=O)SCCN5C(=O)C4,,,8.301029996,,,,
CC(N1CCCCC1)C(=O)c2cccc(F)c2,,,6.806875402,,,,
CN1CCC(CC1)OC(c2ccc(Cl)cc2)c3ccc(Cl)cc3,,7.356547324,,,,,
CC(C)C(=O)Nc1ccc(CCCNCC(O)c2ccc(O)c3NC(=O)C=Cc23)cc1,,,,5.840132153,,,9.300000202
COc1ccc2CCN(C)[C@@H](Cc3ccc(O)c(OC)c3)c2c1O,,4.441291429,,,,,
CN1[C@@H]2CCC1C([C@H](C2)c3ccc(Cl)cc3)C(=O)OCCc4ccc(N)cc4,,8.657577319,,,,,
CN1CC2CC1CN2CCOC(c3ccc(F)cc3)c4ccc(F)cc4,,6.91721463,,,,,
O[C@@H](CNCCOc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4cccc(Cl)c4,,,,7.283996656,9.568636236,,
O=C(Cc1ccccc1)N2CCC(CCOC(c3ccccc3)c4ccccc4)CC2,,5.666351243,,,,,
CC(C)(CNCCc1ccc(O)c2NC(=O)Sc12)NC(=O)CCOCCc3ccccc3,,,,,,,8.102372909
CNCc1cc(NS(=O)(=O)C)ccc1Oc2ccc(Cl)cc2C,,,6.494850022,,,,
CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(N)nc3)cc2,,,,6.886056648,9.721246399,,
COC(=O)[C@@H]1C2CCC(C[C@H]1c3cc4ccccc4s3)O2,,,8.045757491,,,,
O[C@@H](CNCCc1cccc(Oc2ccc(N3CCCC3=O)c(c2)C(=O)O)c1)c4cccc(Cl)c4,,,,,8.180456064,,
CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)C5(CCC5)c34,,,,,7.744727495,,
COc1ccc(cc1)[C@@H]2C3CCC(C[C@@H]2c4ccc(C)cc4)N3C,,,8.910094889,,,,
Nc1nccc(n1)c2ccccc2NCC3=NCCN3,,,,,,7.366531544,
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,,,5.468521083,,,,
Ic1cc(CCN2CCN(CCOC(c3ccccc3)c4ccccc4)CC2)ccc1N=[N+]=[N-],,8.251037139,,,,,
COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,,,,,,,7.657577319
CC1=NC(=C(C#N)C(C1C#N)c2cn(nc2c3cccs3)c4ccccc4)C,,,,,,,6.485452247
CN(CCOC(c1ccc(F)cc1)c2ccc(F)cc2)CCN(C)CCOC(c3ccc(F)cc3)c4ccc(F)cc4,,,6.080921908,,,,
COc1ccc(CCCNC[C@H](O)COc2ccc(O)cc2)cc1,,,,,6.22184875,,
COC(=O)C1C2CCC(CC1c3ccc(cc3)C#C)N2,7.657577319,8.920818754,,,,,
C[C@H](Cc1ncc(CCC(=O)O)s1)NCC(O)c2cccc(Cl)c2,,,,,4.559169602,,
CNCCCN1c2ccccc2CCc3ccccc13,5.769551079,,4.319664487,,,,
CS(=O)(=O)Nc1cc(OC[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(NC(=O)NCc4cc(F)ccc4F)cc3)ccc1O,,,,6.452225295,9,,6.342944147
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Cc3nc(cs3)c4c[nH]c5ccccc45)cc2)cc1)c6ccccc6,,,,,8.040958608,,
CCOC(=O)C(C1CCCCN1)c2ccccc2,,,7.022276395,,,,
COc1c2CCN[C@@H]3Cc4ccccc4c(c5OCOc15)c23,,5.853871964,,,,,
COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5CN,,,,8.602059991,8.200659451,,9.899998417
C[C@H](Cc1c[nH]c2c(cccc12)S(=O)(=O)C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3,,,,7.585026652,9.327902142,,7.886056648
Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)cn1,,,,,7.522878745,,
CCC(=O)C1C2CCC(CC1c3ccc(C)cc3)N2,,8.327902142,,,,,
Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,,7.943095149,,,,,
Clc1ccc2C(CCc2c1c3cn[nH]c3)c4ncc[nH]4,,,,,,7.107905397,
O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)c3ccccc3)c4cccnc4,,,,,6.236572006,,
CC(C)(C)CCCc1oc(cn1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,6.638272164,,
Cn1c(CCC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)nc4ccccc14,,,,,6.342944147,,
CC(C)OC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,4.517869925,6.659555885,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cccc(C(=O)NC)c13,,,6.37675071,,,,
C[C@H](CNc1ccc(CC(=O)O)cc1)NC[C@H](O)c2cccc(Cl)c2,,,,7.102372909,7.795880017,,7.301029996
CN(CCCCC(=O)Nc1cc(C)c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6,,,,,,,9
CC(N)C(O)c1ccccc1,,,,,,3.638272164,
CCc1cc2CC(Cc2cc1CC)NC(CO)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,6.500312917
Oc1ccc(CCNCCc2ccc(CN3CC[C@H](C3)Oc4ccc(Cl)cc4)cc2)c5SC(=O)Nc15,,,,,,,6.801342913
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2,,,,,7.070581074,,
COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,,,6.522878745,,7.698970004,,
O=C1c2ccccc2c3c4OCOc4cc5ccnc1c35,,4.508638306,,,,,
Clc1ccc(cc1Cl)C2CNC(=O)C2c3ccccc3,,,7.431798276,,,,
FC(F)(F)c1cc(Oc2cccc(c2)C#N)nc(n1)N3CCC4(CC3)CNCCO4,,,8.010105436,,,,
CN1C2CCC1CN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)C2,,8.096910013,,,,,
C1CCCN(CC1)C2(CCCC2)c3cc4ccccc4s3,,7.207608311,,,,,
C1NC[C@]2(C[C@@H]12)c3ccsc3,,5.086186148,,,,,
CN1CCN(CC1)C2CC(c3ccc(F)cc3)c4ccc(F)cc24,,7.055517328,,,,,
COc1ccc(CC[C@@H](C)NC[C@@H](O)COc2ccc(O)cc2)cc1,,,,,5.22184875,,7.522878745
CO[C@@H]1CCN2CCCC[C@@H]2[C@H]1c3ccccc3,,5.732828272,,,,,
COC(=O)[C@H]([C@H]1CCCCN1)c2ccc(Cl)c(Cl)c2,,6.498940738,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(n3)C(=O)c4ccc(F)cc4)cc1)c5cccnc5,,,,,8.193820026,,
Fc1ccc(cc1)N(CCCN2CCN(CCCc3ccc(SC#N)c(I)c3)CC2)c4ccc(F)cc4,,7.019996628,,,,,
OC1(N2CCN=C2c3ccccc13)c4ccncc4,,7.204119983,,,,,
CC(Cc1ccc(NC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CCCCCCCCN1NCN(C1=O)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.823908741,,
C(CCn1nnnc1C(c2ccccc2)c3ccccc3)CN4CCN(C\C=C\c5ccccc5)CC4,,,5.438898616,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(cc2)N3CCC(Cc4ccccc4)CC3,,,,,,,6.300162274
CCCCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CNC[C@H](O)COc3ccc(O)c4NC(=O)CCc34)CC2,,,,6.408935393,8.301029996,,6.167491087
CN(C)CCC(c1ccc(Br)cc1)c2ccccn2,5.327902142,,,,,,
CCC(N)Cc1c[nH]c2ccc(Cl)cc12,,5.735654493,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)S(=O)C,,,5.958607315,,,,
CCCCCCCCc1csc(CCc2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4ccccc4)cc3)n1,,,,,8.008773924,,
