Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
CCCCCCc1onc(n1)N2CCc3cc(ccc23)S(=O)(=O)Nc4ccccc4,,,,,7.886056648,,
CC(C)NC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,6.025488307,7.045757491,,
OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,,8.15490196,7.886056648,,,,
CCS(=O)(=O)Nc1cccc2C(CCc12)c3ncc[nH]3,,,,,,7.494850022,
COC(=O)C1C2CC[C@@H](C[C@@H]1c3ccc(cc3)[N+](=O)[O-])N2C,,7.886056648,,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(C=C4SC(=NC4=O)NO)cc3,,,,,7.096910013,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2cccc(Br)c2,,8.378823718,,,,,
CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3cccn3C,,,5.26760624,,,,
CN[C@@H]1CCc2ccccc2[C@H]1c3ccc(Cl)c(Cl)c3,,,6.673664139,,,,
C[C@H](Cc1c[nH]c2c(OCc3ccccc3)cccc12)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4,,,,7.26760624,9.119186408,,7.26760624
O[C@@H](CNCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,,,,,,,8.958607315
Cc1ccc(OCC(=O)Nc2ccc(cc2)c3oc4cccnc4n3)c(C)c1,,,,,,,6.298086789
O[C@@H](CNCCc1ccc(NC(=O)c2ccccc2)cc1)COc3ccccc3,,,,7.698970004,3.886056648,,
C(CC1CCN(Cc2ccccc2)CC1)NC(c3ccccc3)c4ccccc4,5.581698709,8.346787486,,,,,
CN1[C@@H]2CCC1C([C@H](C2)OC(=O)c3ccccc3)C(=O)OC\C=C\c4ccccc4,,6.43062609,,,,,
CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC3NCCc4cc(O)c(O)cc34)cc2,,,,7.721246399,7.180456064,,7.443697499
CCOC(=O)c1ccc(NC(=O)Cn2nnc(n2)c3ccc(C)cc3)cc1,,,,,,,6.801342913
CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cccc(F)c3)cc2,,,,6.494850022,8.677780705,,
O[C@@H](CNCCc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4cccc(Cl)c4,,,,7.259637311,9.337242168,,
CCCOc1cc(ccc1C(=O)O)c2ccc(NCCNC[C@H](O)c3cccc(Cl)c3)cc2,,,,7.958607315,9.677780705,,
CCCC(N1CCCC1)C(=O)c2ccc(CO)cc2,,,7.353596274,,,,
CN(C)C1CC(c2ccc(F)cc2)c3ccc(F)cc13,7.045757491,6.455931956,,,,,
COc1cc2CCN[C@@H](Cc3ccc(O)cc3)c2cc1O,,4.850780887,,,,,
NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@@H](O)c2ccc(O)c(CO)c2)c1,,,,5.299988938,4.699991797,,8
N=C1OC2=C(CCc3ccccc23)C(C1C#N)c4ccccc4,,,,,,,4.279840697
OC(CNCCCc1ccc(cc1)c2ccccc2)c3ccc(O)c4NC(=O)C=Cc34,,,,7.795880017,,,9.879998926
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccccc2Cl)cc1)COc3ccc(O)cc3,,,,8.522878745,7.26760624,,
CN(C)CC1(CCCC(O)C1)c2ccc(Cl)c(Cl)c2,6.920818754,7.346787486,7.886056648,,,,
Cc1cnc(nc1Oc2cccc(F)c2)N3CCC4(CC3)CNCCO4,,,6.958607315,,,,
CN1C2CCC1C3COC(=O)CCCCCCCCC(=O)N(C)c4ccc(cc4)C3C2,,,5.716698771,,,,
CN1C2CCC1C(C(C2)OC(=O)c3ccccc3)C(=O)N,5.400007822,6.123205024,,,,,
Nc1ccc(CCNC(CO)c2ccc(O)c3NC(=O)C=Cc23)cc1,,,,,,,7.102372909
O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,,,,,,,9.100000128
CS(=O)(=O)Nc1cccc(c1)c2ccccc2[C@@H]3Cc4nccn4C3,,,,,,8.397940009,
C[C@H](Cc1cccc(CC(=O)NCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c1)NC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9
CN(C)Cc1ccc2C(CN(C)Cc2c1)c3ccc4sccc4c3,,,8.27572413,,,,
Cc1csc2ncnc(N3CCC(CC3)NCC(O)COc4ccc(O)c(CO)c4)c12,,,,,8.537602002,,
Cc1ccccc1OC(CC2CNC2)c3ccc(Cl)c(F)c3,,,6.790484985,,,,
Fc1ccc(CNC2CCC(NC2)C(c3ccccc3)c4ccccc4)cc1,5.847711656,7.677780705,,,,,
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCOCc2cccc(O)c2,,,,7.698970004,7.494850022,,9.100000128
CN1C2CCC1C([C@H](C2)c3ccc(Cl)cc3)c4onc(C)n4,6.440093375,8.387216143,,,,,
CC(C)(Cc1ccc(cc1)c2ccccc2)NCC(O)c3ccc(O)c4NC(=O)COc34,,,,8.301029996,,,8.769551079
CCc1cccc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)c1,,,,,6.578396073,,
C1CN(CCO1)c2ccc(cc2)C34CCN(CC3)Cc5cc(ccc45)N6CCOCC6,,,5.27876663,,,,
C[C@@H](Cc1ccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
C(Nc1ccccc1c2cc[nH]n2)C3=NCCN3,,,,,,9,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)C(=O)OC,,,6.619788758,,,,
C(Nc1ccccc1N2CCCCC2)c3c[nH]cn3,,,,,,7.301029996,
O[C@@H](CNCCNc1cccc(c1)c2cccc(n2)C(=O)O)c3cccc(Cl)c3,,,,5.299988938,7.397940009,,5
COC(=O)[C@@H]1CN(C)CC[C@H]1c2ccc(Cl)cc2,,5.866461092,,,,,
COC(=O)c1ccc(NC(=O)COc2ccc(cc2)S(=O)(=O)N3CCCCC3)cc1,,,,,,,6.647624505
C[C@H](CNc1ccc(cc1)c2sccc2C(=O)O)NC[C@H](O)c3cccc(Cl)c3,,,,7,,,6.199970641
[O-][S+](Cc1cncs1)C(c2ccccc2)c3ccccc3,,,5.336299075,,,,
Cc1ccc(cc1)C23CNCC2C3,,,6.040958608,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(NC(=O)NCc4cc(F)ccc4F)cc3,,,,5.500312917,8.301029996,,7.522878745
Fc1ccc(cc1)C(OCC2CCN(CCc3ccccc3)CC2)c4ccc(F)cc4,,7.869666232,,,,,
C1CC(C(c2ccccc2)c3ccccc3)N4CCN(C1C4)c5ccc6ccccc6c5,5.237321436,6.511449283,,,,,
Clc1ccc(cc1)S(=O)c2ccccc2C3=NCCN3,,5.13667714,,,,,
CN[C@H]1CC[C@@H](c2ccccc2)c3ccccc13,5.37675071,5.744727495,,,,,
CCC(=O)C1C2CCC(CC1c3ccc(I)c(Cl)c3)N2C,,10.11350927,,,,,
CCc1cc(on1)C2C3CCC(CC2c4ccc(Cl)cc4)N3C,6.920818754,9.301029996,,,,,
CN1CCC(CC1)OC(=O)c2ccc(I)cc2,,4.935954037,,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)c4onc(c4)c5ccc(F)cc5,6.037157319,8.730487056,,,,,
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CNCCC45OCCO5)C3)C(F)(F)F)c1,,,8.669586227,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(Cl)cc2,,7.68613278,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(n3)c4ccc(OC(F)(F)F)cc4)cc1)c5cccnc5,,,,,7.744727495,,
CC1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(cn4)C(=O)N)cc3)c12,,,,,7.920818754,,
CC(Cc1cc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)ccc1C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4ccccc4N)c3)c[nH]c12,,,,,8.522878745,,
Fc1ccc(cc1)C(OCCN2CCN(Cc3nc4ccccc4[nH]3)CC2)c5ccc(F)cc5,,7.823908741,,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2cn(Cc3ccccc3)cn2)cc1)COc4ccccc4,,,,6.886056648,6.552841969,,
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)N4N=CC=CC4=O,,,7.524328812,,,,
COc1ccccc1OCCN2CCC(CNS(=O)(=O)c3cccc(Cl)c3F)CC2,,,,,,7.075720714,
O[C@@H](CNCCc1ccc(Nc2ccc(OCCNC(=O)c3ccccc3)cc2)cc1)c4ccc(O)c5NC(=O)C=Cc45,,,,8.698970004,7.886056648,,9.300000202
Clc1ccc(cc1Cl)C2CNC(=O)C2c3ccc(Cl)c(Cl)c3,,,6.54515514,,,,
C1Cc2cc3OCOc3c4c5ccccc5C[C@@H](N1)c24,,6.096910013,,,,,
Fc1ccc(cc1)c2nnnn2CCCN3CCC(Cc4ccccc4)CC3,,,5.482804102,,,,
COC(=O)[C@@H]([C@H]1CCCCN1C)c2cccc(Cl)c2,,6.793174124,,,,,
C(Nc1ccccc1N2CCCCC2)C3=NCCN3,,,,,,7.886056648,
COc1ccc(cc1)[C@](C)(NC[C@H](O)c2ccc(O)c(NS(=O)(=O)C)c2)C(=O)Nc3cccc(OCCN(C)C)c3,,,,4.627087997,,,
COC(=O)c1ccccc1c2ccc(Cl)cc2,,,6.170696227,,,,
COC(=O)[C@H]([C@@H]1CCCCN1)c2ccc(cc2)C(C)(C)C,,5.029188389,,,,,
COC(=O)C1=C(CC2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,,,7.71219827,,,,
CN1[C@@H]2CCC1[C@H](C(C2)c3ccc(C)cc3)c4oc(nn4)c5ccccc5,5.882728704,7.318758763,,,,,
CN1CC(c2ccc3sccc3c2)c4ccc(O)cc4C1,,,8.161150909,,,,
Fc1ccc(cc1)[C@@H]2C[C@@H](N3CCNCC3)c4ccccc24,6.346787486,6.552841969,,,,,
CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)N(CCC5CC5)c34,,,,,8.26760624,,
O=C1CCN2CCCC[C@@H]2[C@H]1c3ccccc3,,4.906578315,,,,,
COc1ccc(CC[C@H](C)NC[C@H](O)COc2ccc(O)cc2)cc1,,,,,6.698970004,,
CN(C)Cc1cc(ccc1Oc2ccc(OC(F)(F)F)cc2)S(=O)(=O)N,,,5.096910013,,,,
Oc1ccc2cccc(NCC3=NCCN3)c2c1,,,,,,8.200659451,
OCc1cccc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)c1,,,,7.15490196,7.585026652,,
CS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,,,,,6.958607315,,
OC(CNCCCCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)Nc3ccccc3c4ccccc4)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,8.050609993
COc1ccc(cc1)[C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OCCc4ccc(N)c(I)c4)N3C,,,8.602059991,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(Br)cc2,,,,,,,7.602059991
CN1CC2CC1CN2CCOC(c3ccccc3)c4ccccc4,,6.080921908,,,,,
CNCc1ccccc1Oc2ccc(OC)cc2Cl,,,5.225483034,,,,
CC(C)c1cc(on1)C2C3CCC(CC2c4ccc(Cl)cc4)N3C,6.020451625,8.924453039,,,,,
COC(=O)[C@@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,,,5.756961951,,,,
CCOC[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,,,8.096910013,,,,
CC(C)(C)NC[C@H](O)c1cc(ccn1)C(F)(F)F,,,,,,,6.259637311
OC1(N2CCCN=C2c3ccccc13)c4ccccc4F,,7.638272164,,,,,
CC(C)c1ccc(CC(C)(C)NCC(O)c2ccc(O)c3NC(=O)COc23)cc1,,,,8.173925197,,,8.823908741
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5,,,,,,,9
CN(Cc1cnn(c1)c2ccccc2C)C(=O)c3cc(COc4ccc(C)nc4)on3,,,,,,,7.255707017
CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)N(CCC5CCCC5)c34,,,,,7.920818754,,8.619788758
CCCCNC1(CCCCC1)c2cc3ccccc3s2,,9.522878745,,,,,
CNC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,6.455931956,7.327902142,,
O[C@@H](CNC1CCN(CC1)c2ccc(CC3=C(O)NC(=O)S3)cc2)c4cccnc4,,,,,6.045757491,,
CN1C2CCC1C(C(C2)OC(=O)c3ccccc3)C(=O)OCCCc4ccccc4,5.310424784,6.832682665,,,,,
C1CNCC(C1)c2ccccc2,,5.974694135,,,,,
CC(C)CNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CNC[C@H](O)COc3ccc(O)cc3)CC2,,,,,6.899629455,,
CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c3ccc(Cl)c(Cl)c3,8.26760624,,7.552841969,,,,
CCn1c(cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc12)C(=O)NCc4c(OC)cccc4OC,,,,,,,8.585026652
Cl.OC(CNCCCc1ccc(O)cc1)c2cc(O)cc3NC(=O)COc23,,,,,,,9.04999997
CC(C)(Cc1ccc(cc1)C(C)(C)C)NCC(O)c2ccc(O)c3NC(=O)COc23,,,,7.568636236,,,7.886056648
COC(=O)[C@H]([C@@H]1CCCCN1)c2ccccc2O,,4.63638802,,,,,
C[C@@H]1CN(C[C@H](C)O1)S(=O)(=O)Nc2ccc(CC(C)(C)NC[C@H](O)c3cccnc3)cc2,,,,,8.096910013,,
NCC1(O)CCN(CC1)c2cc(F)cc(Oc3cccc(F)c3)c2F,,,9.040005162,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccccn2)cc1)COc3cccc4[nH]ccc34,,,,5.886056648,,,
COC(=O)[C@H]1[C@H](C[C@H]2CC[C@H]1N2C)OC(=O)c3ccc(I)cc3,,5.598254918,,,,,
Cc1ccc(cc1C)c2nc(NC(=O)c3nn(C)cc3[N+](=O)[O-])sc2C,,,,,,,4.19314197
COC(=O)C1=C(CC2CCC1O2)c3cc4ccccc4[nH]3,,,6.473660723,,,,
Brc1ccc(s1)[C@@]23CNC[C@@H]2C3,,5.086186148,,,,,
C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3ccccc3,,,6.132532512,,,,
CN1CC(c2ccc3cc[nH]c3c2)c4ccccc4C1,,,7.920818754,,,,
COC(=O)C1C2CCC(CC1c3ccc(I)cc3)N2C,7.283996656,8.886056648,8.958607315,,,,
O[C@@H](CNCCc1ccc(NC(=O)c2ccccc2c3ncc[nH]3)cc1)c4cccnc4,,,,,7.677780705,,
Cn1nccc1c2cccc3C(CCc23)c4ncc[nH]4,,,,,,6.555955204,
CC(C)(CCc1ccccc1)NCC(O)c2ccc(O)c3NC(=O)C=Cc23,,,,,,,10.3900003
Nc1c2CCc3c(Cl)cccc3c2nc4ccccc14,4.386792648,,,,,,
C1NCC2(CC12)c3ccc4ncccc4c3,,5.408935393,,,,,
CNC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.954677021,,,,
CC(C)(CC(c1ccc(F)cc1)c2ccc(F)cc2)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,,,,8.167491087,,,10.09000028
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3cccc(c3)C(=O)O)c4cccc(Cl)c4,,,,,7.537602002,,
CCCCc1cc2CC(Cc2cc1CCCC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,7.602059991
Fc1ccc(CN2CCC(CNCC(c3ccccc3)c4ccccc4)CC2)cc1,5.954677021,7.705533774,,,,,
CN(C)CCC(N1CCOCC1)c2ccc(Cl)c(Cl)c2,,,6.607303047,,,,
CS(=O)(=O)Nc1c(O)ccc2[C@H](CCCc12)C3=NCCN3,,,,,,4.610001577,
CN1CC(c2ccccc2C1)c3coc4ccccc34,,,7.292429824,,,,
Fc1ccc(cc1)C(OCCN2CCN(C\C=C\c3occc3)CC2)c4ccc(F)cc4,,8.744727495,,,,,
O=C1NCN(c2ccccc2)C13CCN(Cc4cccc(Oc5ccccc5)c4)CC3,,,5.647817482,,,,
Clc1ccc(cc1)C(=O)c2cccc(c2)C3=NCCN3,,5.657577319,,,,,
CNC[C@H]1CSc2ccccc2[C@@H]1Oc3ccccc3C,,,5.124938737,,,,
CCOC(=O)S(=O)(=O)Oc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,,,,8.142667504,,,7.236572006
Clc1ccc(cc1Cl)C2CNC(=O)C2c3ccc4ccccc4c3,,,6.91721463,,,,
COC(=O)C1C2C[C@@H](O)C(CC1c3ccc(Cl)c(Cl)c3)N2C,,,7.478861916,,,,
C[C@H](Cc1cccc(CC(=O)NCCCc2ccccc2)c1)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,,,,,,,10.39794001
COC(=O)[C@H]1[C@@H](CC2CCC1N2C)OC(=O)c3ccccc3,,7.050609993,,,,,
CC1NC(C)(C)COC1(O)c2cc(Cl)cc(Cl)c2,,,6.083546051,,,,
CCCOC(C1CNC1)c2ccc(Cl)c(Cl)c2,,,7.494850022,,,,
CC(=O)N1c2ccccc2C(C)(CC1(C)C)c3ccccc3,,,,,,,5.031984286
CCOC(C1CNC1)c2ccc(Cl)cc2,,,5.709965389,,,,
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccccc3)N2C,,7.638272164,7.638272164,,,,
Clc1ccc2[nH]cc(CCC3CCNCC3)c2c1,6.187086643,5.823908741,,,,,
CN(C)CCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,,,,,,,8.200659451
O=C(OCc1ccccc1)[C@@H]([C@H]2CCCCN2)c3ccccc3,,5.991399828,,,,,
CC(=O)NCCCCCc1csc(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.301029996,,
O[C@@H](CNCCc1ccc(cc1)c2cccc(c2)C(=O)O)c3cccc(Cl)c3,,,,,7.040958608,,
COc1cccc2Cc3ccccc3[C@@H]4CN(C)CCN4c12,5.543633967,,,,,,
CN[C@@H]1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,7,,,,
Fc1ccc(cc1)C(Cc2ccccc2Cl)N3CCNCC3,,,5.795880017,,,,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(c4)c5ccc(C)cc5,,7.886056648,,,,,
OC(=O)C(F)(F)F.Clc1ccccc1CN(CC2CNC2)c3ccccc3,,,6.355561411,,,,
CCCCCCCCN1C=NN(C1=O)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,8.26760624,,
CN1[C@@H]2CCC1C([C@H](C2)c3ccc(Cl)cc3)c4onc(c4)c5ccccc5,5.616184634,8.89279003,,,,,
CC(C)CCCc1onc(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.537602002,,
COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccccc3,,,6.628932138,,,,
C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(C)c2,,,7.585026652,,,,
C[C@H](CNc1ccccc1)NC[C@H](O)c2cccc(Cl)c2,,,,8.301029996,7.698970004,,8
CCCn1ncnc1c2ccccc2NCC3=NCCN3,,,,,,7.886056648,
COC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2C\C=C\I,,8.214670165,,,,,
CC(C)C(C1CCCCN1)c2ccc(Cl)cc2,,,7.494850022,,,,
NC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.954677021,,,,
OC(c1ccc(Cl)cc1)c2ccccc2C3=NCCN3,,6.721246399,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4cnc5ccccc5c4)cc1)c6cccnc6,,,,,8.13667714,,
NCC1C2CCC(C2)C1c3cccc(Cl)c3,,6.826813732,,,,,
O=C(N(C1CCCC1)[C@@H]2CCNC2)c3ccc4ccccc4c3,,,5.13076828,,,,
COC(=O)C1[C@H](CC2CCC1N2C)OC3c4ccccc4c5ccccc35,,,5.219682688,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(OC(F)(F)F)cc4)cc1)c5cccnc5,,,,5.568636236,8.366531544,,5.853871964
COC(=O)[C@@H]([C@@H]1CCC[NH2+]1)c2ccc3cc(Br)ccc3c2,,6.709965389,,,,,
CCOC(=O)C1(C)CC(=Nc2ccc(O)cc2)C(=O)N1c3ccc(O)cc3,,,,,,,5.962573502
C[C@@H]1CN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)[C@@H](C)CN1,,7.522878745,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1)COc3cccnc3,,,,,7.619788758,,
COc1ccccc1CCCNCC(O)c2ccc(O)c3NC(=O)C=Cc23,,,,7.958607315,,,10.36999951
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccc(cc3)C(F)(F)F)N2C,,7.886056648,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)NC,,,6.568636236,,,,
CN1[C@@H]2CCC1[C@H](C(C2)c3ccc(Cl)cc3)c4onc(C)n4,6.440093375,8.387216143,,,,,
CN(C)[C@H]1CC[C@@H](c2ccccc2)c3ccccc13,6.508638306,5,,,,,
COc1cccc(CCCNCC(O)c2ccc(O)c3NC(=O)C=Cc23)c1,,,,8.13076828,,,10.3900003
COC(=O)C1C(CC2[C@@H](O)CC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,,,6.348721986,,,,
CS(=O)(=O)Nc1cccc2C(CCc12)c3ncc[nH]3,,,,,,7.15490196,
COc1ccc(CCNC[C@@H](O)COc2ccc(O)c(F)c2)cc1,,,,,5.102372909,,
CNCC[C@@H](c1ccc(Cl)c(Cl)c1)c2cccc3[nH]ccc23,,7.826813732,,,,,
CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)c4ccc5ncnn5c4,,,8.677780705,,,,
COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3cc(I)c(OC)c(I)c3)N2C,,,5.886056648,,,,
CN(C)Cc1cc(CNS(=O)(=O)C)ccc1Oc2ccc(OC(F)(F)F)cc2,,,5.236572006,,,,
COC(=O)c1ccccc1NCC2=NCCN2,,,,,,9.100000128,
[O-][S@+](Cc1cncs1)[C@H](c2ccccc2)c3ccc(Br)cc3,,,5.327902142,,,,
Clc1ccc(cc1Cl)C(OC(=O)c2ccccc2)C3CNC3,,,6.617982957,,,,
COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c(NC=O)c3)cc2)cc1c4ccccc4,,,,8,8.494850022,,9.899998417
CC(C)(Cc1ccc(F)cc1)NCC(O)c2cc(O)cc3NC(=O)COc23,,,,6.995678626,,,8.468521083
Clc1ccc(cc1)C23CCN(CC2)Cc4cc(Oc5cnccn5)ccc34,,,6.934793872,,,,
COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5,,,,8.102372909,7.886056648,,9.899998417
[O-][S@+](Cc1cncs1)[C@@H](c2ccccc2)c3ccc(F)cc3,,,4.555955204,,,,
CN1[C@@H]2CCC1C([C@H](C2)c3ccc(Cl)cc3)c4onc(c4)c5ccc(C)cc5,5.76700389,8.387216143,,,,,
CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)NC,,,4.804100348,,,,
COc1ccccc1OCCN2CCC(CC2)NS(=O)(=O)c3ccc(OC)c(OC)c3,,,,,,6.716698771,
COc1ccc(C[C@@H](NC[C@H](O)c2cc(O)cc(O)c2)C(C)C)cc1,,,,,,,5.214670165
CCCN1CCC2C1CCc3ccc(O)cc23,,,5.793174124,,,,
[O-][S+](Cc1cscn1)C(c2ccc(F)cc2)c3ccc(F)cc3,,,5.170053304,,,,
FC(F)(F)c1ccc(Oc2ccc3c(CN4CCC3(CC4)c5cccc(Cl)c5)c2)nn1,,,7.252588192,,,,
Cc1ccccc1N2CCN(CC2)c3ncnc4c3cnn4Cc5ccc(Cl)cc5,,,,,,,5.943095149
CCC(=O)C1C2CCC(CC1c3ccc(I)cc3)N2C,,8.769551079,,,,,
NS(=O)(=O)Cc1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,,,,6,5.599980365,,8.795880017
C[C@H](CNc1cccc(c1)c2occ(n2)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,,,,6.801342913,,,6.899629455
CCCCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CNC[C@H](O)COc3ccc(O)cc3)CC2,,,,6.05207638,7.30980392,,
Fc1ccc2[nH]cc(CC3CCNCC3)c2c1,6,5.15490196,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)C#N,,,7,,,,
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccc(O)cc4,,6.169411331,,,,,
CC(Cc1cccc(NC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
COc1ccc(nn1)c2ccc3c(CN4CCC3(CC4)c5ccc(Cl)c(Cl)c5)c2,,,8.229147988,,,,
COc1ccc(cc1)[C@](C)(NC[C@H](O)c2ccc(O)c(NS(=O)(=O)C)c2)C(=O)Nc3ccc(OC)c(OC)c3,,,,5.677780705,,,
Clc1ccc(CN(CC2CNC2)c3ccccc3)cc1,,,6.26760624,,,,
OC1(N2CCCN=C2c3ccccc13)c4ccc(F)cc4,,8.494850022,,,,,
C[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N,,,5.505845406,,,,
