smiles,pEC50_GluN_e2z1_rat,pEC50_GluN_e3z1_rat,pEC50_GlyT1_human,pEC50_GlyT2_human,pIC50_GABAa1b2g2_human,pEC50_GluA_human,pKi_GABA_a1b3g2_human,pKi_GABA_a2b3g2_human,pKi_GABAa5b3g2_human,pKi_GABA_a3b3g2_human
CCOC(=O)[C@H]1C[C@H](CN(C1)C(=O)C(=O)c1c[nH]c2ccccc12)C(=O)OCC,,,,,,,,7.657577319,,7.638272164
Cc1csc(n1)-c1cc(-c2ccccc2F)c2-c3cnccc3CCCn2c1=O,,,,,,,8.301029996,8.522878745,,8.522878745
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(Cl)cc2C1)S(C)(=O)=O)C(F)(F)F,,,6.869666232,4.522878745,,,,,,
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)-c1ccco1,,,,,,,8.619788758,7.886056648,6.787812396,7.560667306
Cc1ccc2c3nnc(-c4ccccc4)n3nc(OCc3ccccn3)c2c1,,,,,,,8.657577319,8.657577319,9.193820026,8.920818754
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1ncccn1,,,,,,,7.060480747,7.167491087,8.036212173,7.48148606
Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccccc1)c1ccccc1,,,6.408935393,5.37675071,,,,,,
COC(=O)c1c(cnnc1-c1ccccc1)-c1ccccc1,,,,,,,6.812479279,7.193820026,7.920818754,7.193820026
CCCNC(=O)c1nnc2c(cccc2c1N)-c1ccccc1,,,,,,,,8.179798541,,
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(F)c(F)c1,,,,,,5.958607315,,,,
Cc1noc(n1)-c1ncn-2c1[C@H]1CCCN1C(=O)c1cc(ccc-21)C#C,,,,,,,,,6.804100348,
CCCNC(=O)c1nnc2c(cccc2c1N)-c1cccc(C)c1,,,,,,,,8.140261434,,
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccc(OC)cc1,,,,,,6.131943638,,,,
Cc1csc(n1)-c1cc(-c2cncnc2)c2-c3cnccc3CCCn2c1=O,,,,,,,7.677780705,8.045757491,,8.045757491
CCOC(=O)c1ncn-2c1Cn1cnnc1-c1cc(Br)ccc-21,,,,,,,,,9.22184875,
CC(=O)Nc1ccc-2c(c1)-c1ncnn1Cc1c(Cl)ncn-21,,,,,,,,,8.537602002,
CN1Cc2c(ncn2-c2ccc(cc2C1=O)C#C[Si](C)(C)C)C(=O)OC(C)(C)C,,,,,,,6.705533774,6.844663963,8.583359493,6.59345982
CCC(=O)C1=C(O)C(=O)N(CCc2c[nH]c3ccccc23)C1c1ccc(cc1)C(=O)OC,,4.619788758,,,,,,,,
O=c1[nH]oc(C2CCNCC2)c1-c1cccc2ccccc12,,,,,,,6.476253533,,,
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,,,,,,,,8.698970004,,
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1ccsc1,,,,,,,6.148741651,6.292429824,6.602059991,6.619788758
COc1ccc(\C=C\C2N(CCc3cc(OC)ccc23)C(=O)c2cccc(Cl)c2)cc1,,6,,,,,,,,
Br.OC(=O)CCCn1nc(ccc1=N)-c1ccc(OCC#C)cc1,,,,,7.397940009,,,,,
N[C@H]1[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
Cc1csc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccn3)nn12,,,,,,,,6.853871964,7.585026652,7
COC(=O)c1ccc(C2N(CCc3c[nH]c4ccccc34)C(=O)C(O)=C2C(C)=O)c(OC)c1,,4.337242168,,,,,,,,
COc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O,,,,,,,,8.167491087,,
Fc1ccccc1C1=NCC(=O)N(CC(F)(F)F)c2ccc(Cl)cc12,,,,,,,,6.688246139,,
Cc1nc2-c3cc(Br)ccc3-n3cnc(C)c3Cn2n1,,,,,,,5.847405922,5.500312917,7.698970004,5.789413975
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncccc1F,,,,,,,9.096910013,9.37675071,8.906578315,9.37675071
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1cccc(O)c1,,5.15490196,,,,,,,,
CCCNC(=O)c1nnc2c(c(F)ccc2c1N)-c1cc(OC)ccc1OC,,,,,,,,8.790484985,,
O[C@@]1(Cc2ccccc2)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,5.356547324,,,,,,,
COc1ccc2c(c1)[nH]c1c2[nH]cc2nc3ccccc3c12,,,,,,,8.468521083,7.920818754,6.647817482,7.958607315
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)C#CC,,,,,,,8,7.657577319,8.769551079,7.769551079
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2ccc(Cl)cc2)cc1,4.920818754,5.022276395,,,,,,,,
NC(=O)C(=C/Nc1ccc(Cl)cc1)\C(=O)c1ccccc1Cl,,,,,5.770062314,,,,,
CCc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3cccc(C)n3)nn12,,,,,,,6.76700389,7.468521083,8.455931956,7.677780705
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OC(=O)CCCCCCC(O)=O)[C@@H]1CCC2=O,4.308918508,,,,,,,,,
COc1ccc(cc1)-c1cc(-c2ccccc2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.080921908,6.886056648,,7.619788758
CC(C)c1nc(no1)-c1ncn-2c1CN(C)C(=O)c1c(Cl)cccc-21,,,,,,,9.397940009,8.677780705,8.823908741,8.920818754
CCCNC(=O)c1nnc2c(cccc2c1N)-c1cc(C)ccc1OC,,,,,,,,8.209714836,,
Cc1cc(Cc2nc3-c4cc(C)ccc4-n4cnc(C)c4Cn3n2)on1,,,,,,,,,9.096910013,
FC(F)Oc1ccc(cc1)-n1[nH]c2C3CSCCC3N=Cc2c1=O,,,,,,,9.420216403,9.050609993,,9.050609993
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccncc1,,,,,,,9.167491087,8.647817482,9.508638306,8.647817482
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1nccs1,,,,,,,7,7.455931956,8.568636236,7.744727495
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cccc(c2)[N+]([O-])=O)c(F)c1,,,4.494850022,4.610833916,,,,,,
Clc1ccc(COc2nn3c(nnc3c3ccccc23)-c2ccccc2)cc1,,,,,,,6.318758763,6.420216403,6.769551079,6.602059991
CN1CCCC(C1)(NC(=O)c1ccc(cc1C(F)(F)F)C(F)(F)F)c1ccccc1,,,6.26760624,,,,,,,
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)C#N,,,,,,,8,7.346787486,8.22184875,7.721246399
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(Cl)ccc-21,,,,,,,8.167491087,7.795880017,9.070581074,8.036212173
OCC1CCC(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)CC1,,,,,,,6.823908741,7.113509275,7.055517328,7.244125144
CCCNC(=O)c1nnc2c(cccc2c1N)-c1cc(C)ccc1C,,,,,,,,8.259637311,,
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1Cl)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,6.698970004,,,,,,,
NCc1cc(=O)[nH]s1,,,,,,,,7.430041182,,
N[C@@H](CCC(O)=O)C(O)=O,,,,,,4.630005338,,,,
FC(F)Oc1ccc(cc1)-n1[nH]c2C3COCCC3N=Cc2c1=O,,,,,,,8.795880017,8.193820026,,8.193820026
Cn1ccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.721246399,8.148741651,9.346787486,8.366531544
CCC(C)NC(=O)c1nnc2c(cccc2c1N)-c1cc(OC)ccc1OC,,,,,,,,6.270001453,,
Fc1ccc(cc1)-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccn3)nn12,,,,,,,6.508638306,6.744727495,7.568636236,6.235077015
CCC(C)(C)n1cc2[nH]c3c(cccc3c(N)c2c1=O)-c1cc(OC)ccc1OC,,,,,,,,5.729999332,,
O=C1NCN(CCc2ccccc2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,7.602059991,4.744727495,,,,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCCCCC(O)=O,4.744727495,,,,,,,,,
NC(Cc1ccc(=O)[nH][n+]1[O-])C(O)=O,,,,,,4.380906669,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccc(F)cc1)-c1ccccc1F,,,,,,,,8.200659451,,8.200659451
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(Cl)c2)cc1,6.397940009,5.301029996,,,,,,,,
Fc1ccc(cc1-c1cccc(F)c1C#N)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,8.337242168,8.119186408,8.552841969,8.119186408
CC(C)Nc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1F)C(C)=O)[N+]([O-])=O,,,8.698970004,5,,,,,,
Cc1ccc(cc1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccccc1,,,6.54668166,,,,,,,
O[C@]1(CCOC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccc1,,,7.236572006,4.455931956,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1ccc(F)cc1,,,,,,,,9.026872146,,9.026872146
Cc1ccc(C)c(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,7.568636236,8.060480747,9.075720714,8.443697499
Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccsc1)c1ccccc1,,,7.050609993,4.850780887,,,,,,
Clc1ccc(cc1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccccc1,,,6.091514981,,,,,,,
FC(F)(F)COC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(C=C)ccc-21,,,,,,,7.026872146,7.259637311,8.161150909,7.187086643
CS(=O)(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2N2CCCCC2)S(C)(=O)=O)c(F)c1,,,7.337242168,,,,,,,
Fc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1ccsc1,,,7.004364805,,,,,,,
CP(O)(=O)CCC=N,,,,,,,,5.259637311,,
CC(CO[N+]([O-])=O)CC12CC3CC(N)(C1)CC(CC(C)CO[N+]([O-])=O)(C3)C2,,,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC)ccc23)C(=O)c2cccc(Br)c2)cc1,,5.698970004,,,,,,,,
CS(=O)(=O)Nc1ccc-2c(c1)-c1ncnn1Cc1c(Cl)ncn-21,,,,,,,,,7.26760624,
COc1ccc(OCC2N(CCn3cccc23)C(=O)c2cccc(Cl)c2)cc1,,5.599980365,,,,,,,,
Cc1ccccc1[C@]1(O)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,7.301029996,4.15490196,,,,,,
CN1Cc2c(ncn2-c2ccc(OCc3ccccc3)cc2C1=O)C(=O)OC(C)(C)C,,,,,,,,6.725842151,,
CCOc1cc(cnn1)-c1cccc(Br)c1,,,,,,,8.065501549,7.721246399,8.244125144,7.721246399
CCCCO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
OC(=O)CCCn1nc(ccc1=N)-c1ccc(O)cc1,,,,,4.939982457,,,,,
COc1ccc-2c(c1)C(=O)N(C)Cc1c(ncn-21)C(=O)OC(C)(C)C,,,,,,,8.173925197,8.13076828,9.537602002,8.13076828
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3cc(C)ccc23)C(=O)C(O)=C1C(=O)c1cccnc1,,5.366531544,,,,,,,,
Fc1ccc(cc1)[C@@H]1CNC(=O)C11CCN(CC1)[C@@H]1CCCC[C@@H]1c1ccc(F)cc1,,,7.366531544,4.777803954,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-[n+]1ccncc1,,,,,,,,8.568636236,,8.568636236
O=C1CCC(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)N1,,,,,,,6.13667714,6.318758763,7.229147988,6.585026652
c1nncn1-c1cccc(c1)-c1cnnc(c1)-c1ccccc1,,,,,,,,7.387216143,7.920818754,7.387216143
Cc1ccn2c(cnc2c1)-c1cccc(c1)-c1cccnc1,,,,,,,,7.795880017,,7.795880017
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1ccccc1)c1cccnn1,,,5.896196279,,,,,,,
CS(=O)(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2N2CCOCC2)[N+]([O-])=O)c(F)c1,,,7.397940009,,,,,,,
Cc1ccc(cc1)C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,,,6.522878745,,,,,,,
COc1ccc(OC[C@@H]2N(Cc3cccc(c3)C(F)(F)F)C(=O)Cn3cccc23)cc1,,6.100179498,,,,,,,,
CC(C)C(C)NC(=O)C(=C/Nc1ccc(Cl)cc1)\C(=O)c1ccccc1Cl,,,,,6.400116928,,,,,
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(Cl)c2Cl)cc1,,5.853871964,,,,,,,,
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1)c1cccc(Cl)c1,,,7.13667714,,,,,,,
On1ncc(C2CCNCC2)c1-c1cn(Cc2ccccc2)c(n1)-c1ccccc1,,,,,6.100179498,,,,,
O=C1NCN(c2ccccc2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,6.420216403,4.769551079,,,,,,
CCC12CC3CC(N)(C1)CC(CCCO[N+]([O-])=O)(C3)C2,,,,,,,,,,
COc1ccc(OCC2N(Cc3cccc(F)c3)C(=O)Cc3cc(OC(C)C)ccc23)cc1,,6,,,,,,,,
O=C1NCC(c2ccccc2)C11CCN(CC1)C1(CCCCC1)c1cccs1,,,6.832682665,,,,,,,
CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O,,,,,,4.574955125,,,,
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccccc1,,,,,,5.759450752,,,,
CN1Cc2c(ncn2-c2ccc(Cl)cc2C1=O)C(=O)OC(C)(C)C,,,,,,,7.769551079,7.657577319,9.187086643,7.537602002
C[C@]1(O)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,5.045757491,,,,,,,
CCOC(=O)CC1CCCN1C(=O)C(=O)c1c[nH]c2c(OC)cccc12,,,,,,,,6.568636236,,6.494850022
CCOC(=O)c1ncn-2c1Cc1cnc(C)nc1-c1cc(Br)ccc-21,,,,,,,,,7.903089987,
COc1ccc(cc1)-c1cc(-c2ncc(C)s2)c(=O)n(C)c1-c1ccncc1,,,,,,,6.48148606,6.420216403,,6.602059991
CC(C)(C)[C@]1(O)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,4.537602002,,,,,,,
OC(=O)CCCn1nc(ccc1=N)-c1cccc(c1)[N+]([O-])=O,,,,,5.356547324,,,,,
CC(C)CCC(=C)c1ccc2cc(ccc2c1)C(O)=O,3.93404702,4.583359493,,,,,,,,
c1ccc2c(c1)[nH]c1c[nH]c3c(nc4cccnc34)c21,,,,,,,7.552841969,6.928117993,6,6.806875402
COc1ccc(OCC2N(CCc3ccsc23)C(=O)\C=C\C(F)(F)F)cc1,,4.900008766,,,,,,,,
FC(F)(F)COC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,8.522878745,7.610833916,6.900664722,7.379863945
CCOC(=O)c1[nH]cc2nc3ccc(OCc4ccccc4)cc3c2c1COC,,,,,,,8.387216143,8.37675071,8.346787486,8.22184875
CCc1ncn-2c1CN(C)C(=O)c1cc(Cl)ccc-21,,,,,,,6.389339837,5.815308569,6.739928612,5.946921557
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3c(Cl)cccc23)C(=O)C(O)=C1C(=O)c1cccnc1,,5.15490196,,,,,,,,
Clc1ncn-2c1Cn1ncnc1-c1cc(NC3CC3)ccc-21,,,,,,,,,8.657577319,
COc1ccc(OCC2N(CCc3cc(OC)ccc23)C(=O)c2ccccc2)cc1,,5.124938737,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(CCl)c2)cc1,,4.769551079,,,,,,,,
O=C1N2CC[C@H]2c2c(ncn2-c2ccc(cc12)C#C)-c1nc(no1)-c1ccccc1,,,,,,,,,6.427128398,
CCOc1cc2c(cn1)[nH]c1ccccc21,,,,,,,8.191789027,7.600326279,6.083019953,7.549750892
N#Cc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.886056648,8.229147988,9.26760624,8.769551079
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.522878745,,,,,,,
FC(F)(F)c1ccn2c(cnc2n1)-c1ccnc(c1)-c1ccccc1C#N,,,,,,,8.602059991,8.537602002,,8.537602002
CCC12CC3(N)CC(CC)(C1)CC(C3)(C2)O[N+]([O-])=O,,,,,,,,,,
CCOC(=O)c1ncn-2c1Cn1c(nnc1-c1cc(OC)ccc-21)-c1ccccc1,,,,,,,,,7.269217724,
CC(C)Oc1ccc2C(COc3ccc(OC(F)(F)F)cc3)N(CCc2c1)C(=O)c1cccc(Cl)c1,5.853871964,5.823908741,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OCc4ccccc4)ccc23)C(=O)c2cccc(Cl)c2)cc1,,6.397940009,,,,,,,,
Cc1ccccc1C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,6.455931956,,,,,,,
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(c(F)c1)C(F)(F)F,,,7.431798276,4.823908741,,,,,,
Cc1csc(n1)-c1cc(-c2ccncn2)c2-c3cnccc3CCCn2c1=O,,,,,,,7.920818754,8.070581074,,8.070581074
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)N=[N+]=[N-],,,,,,,7.48148606,8.585026652,9.522878745,8.602059991
CN1CC2N(CN=C2C(=O)OC(C)(C)C)c2ccc(cc2C1=O)C#C[Si](C)(C)C,,,,,,,,6.59345982,,
Cc1nnc2CN=C(c3ccccc3Cl)c3cc(Cl)ccc3-n12,,,,,,,9.096910013,9.229147988,8.823908741,8.853871964
CC(C)(O)c1ccc2n(cnc2c1)-c1cccc(c1)-c1ccccc1C#N,,,,,,,9.387216143,9.301029996,9.920818754,9.301029996
O=C1NCN(C2CC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,5.48148606,,,,,,,
CC12CC3CC(N)(C1)CC(CO[N+]([O-])=O)(C3)C2,,,,,,,,,,
O=C1NCN(C2CCCCC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,6.124938737,4.958607315,,,,,,
COc1ccc-2c(c1)-c1nc(Cc3cc(C)no3)nn1Cc1c(C)ncn-21,,,,,,,,,8.657577319,
Fc1ccc(cc1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccc(cc1)C(F)(F)F,,,6.363512104,,,,,,,
CC[C@@H](C)OC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,7.769551079,7.229147988,5.840432807,7.055517328
COc1ccc(cc1)-c1cc(-c2nc(C)cs2)c(=O)n(C)c1-c1cccnc1,,,,,,,7.89279003,8.301029996,,8.420216403
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2N2CCCCC2)[N+]([O-])=O)c(F)c1,,,9,5.397940009,,,,,,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(NC(=O)C(C)C)ccc-21,,,,,,,,,8.193820026,
CS(=O)(=O)c1ccc(-c2ccccc2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C#N,,,7.698970004,,,,,,,
Cc1scnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.455931956,7.677780705,9.113509275,7.920818754
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,,,6.761953897,5.22184875,,,,,,
COc1cccc(c1C(=O)NC1(CCCN(C)C1)c1ccccc1)C(F)(F)F,,,5.823908741,,,,,,,
CCc1noc(n1)-c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(ccc-21)C#C,,,,,,,6.657577319,6.823908741,7.886056648,6.735182177
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2nc(no2)-c2cccnc2)n1,,,,,,,,6.779107751,8.48148606,7.15739076
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccc(NC(=O)c2ccccc2)cc1,,,,,,6.283996656,,,,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3c(C)cccc23)C(=O)C(O)=C1C(C)=O,,4.602059991,,,,,,,,
COCc1c(N=C=S)[nH]cc2nc3ccc(OCc4ccccc4)cc3c12,,,,,,,7.602059991,7.083019953,6.798602876,7.229147988
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccco2)n1,,,,,,,6,6.560667306,7.886056648,6.936666641
C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34O[C@@H]5OC(=O)[C@H](O)[C@@]55[C@@H]([C@H](O)C(OC3=O)[C@@]45[C@@]12O)C(C)(C)C,,,,,,,,,,
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ncnn2C)n1,,,,,,,,,6.596879479,
CC(CNS(=O)(=O)N(C)C)c1ccc(cc1)-c1ccccc1F,,,,,,5.397940009,,,,
CC(C)CO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
CCC(OC(=O)c1cc2c(cn1)[nH]c1ccccc21)C(F)(F)F,,,,,,,6,6,6,6
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccncc1)c1ccccn1,,,,,,,,6.494850022,7.698970004,6.823908741
CC(C)Oc1cccc(c1)-c1cnnc(c1)-c1ccccc1,,,,,,,7.920818754,7.568636236,8.075720714,7.568636236
CS(=O)(=O)c1ccc(cc1)C1(O)CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,4.72941432,,,,,,,
Brc1cccc(c1)-c1cnnc(c1)-c1ccccc1,,,,,,,8.124938737,7.823908741,8.102372909,7.823908741
OP(=O)C1(O)CCNCC1,,,,,,,2.853871964,2.823908741,2.721246399,2.30980392
COc1cc(cc(SC)c1C(=O)NC1(CCCN(C)C1)c1ccc(F)cn1)C(F)(F)F,,,6.744727495,,,,,,,
COc1ccc(OC[C@@H]2N(CCn3cccc23)C(=O)c2cccc(Cl)c2)cc1,,5.7000571,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC)cc(OC)c23)C(=O)c2ccccc2)cc1,,5,,,,,,,,
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)-c1ccco1,,,,,,,8.744727495,7.795880017,8.769551079,7.795880017
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1nccs1)c1ccccc1,,,5.296708622,,,,,,,
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)C#C[Si](C)(C)C,,,,,,,7.026872146,7.13667714,7.200659451,6.692503962
COc1cccc2CN(Cc12)C(=O)c1cc(ccc1O[C@@H](C)C(F)(F)F)S(C)(=O)=O,,,5.71219827,,,,,,,
Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F,,,,,,,9.657577319,9.677780705,9.638272164,9.677780705
Cc1ncn-2c1Cn1nc(nc1-c1cc(Br)ccc-21)C(C)(C)C,,,,,,,5.500312917,5.971428747,6.835647144,5.918652692
CN1Cc2c(ncn2-c2ccc(cc2C1=O)C#C)C(=O)OCCCCCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)C#C,,,,,,,6.63638802,6.179798541,8.26760624,5.574139855
CC\C=C\C=C\Oc1cc2c(cn1)[nH]c1ccccc21,,,,,,,6.610833916,6.087246696,5,6.066006836
CCCOc1cc2c(cn1)[nH]c1ccccc21,,,,,,,8.27572413,7.281498311,6.228412519,7.162411562
CN1c2ccc(F)cc2C(=NCC1=O)c1cccs1,,,,,,,6.850780887,6.66756154,7.180456064,6.688246139
CCCc1ncn-2c1Cn1ncnc1-c1cc(Cl)ccc-21,,,,,,,,,8.795880017,
Cc1ccc-2c(c1)-c1ncnn1Cc1c(Cl)ncn-21,,,,,,,,,8.744727495,
Cc1cc(Cc2nc3-c4cc(OC(F)(F)F)ccc4-n4cnc(C)c4Cn3n2)on1,,,,,,,,,7.958607315,
Cc1ncn-2c1Cn1ncnc1-c1cc(F)ccc-21,,,,,,,,,8.522878745,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1cccnc1,,,,,,,,8.958607315,,8.958607315
COc1ccc(OCC2N(CCc3cc(C)c(C)cc23)C(=O)c2cccc(Br)c2)cc1,,6.045757491,,,,,,,,
CCCCC(=O)c1ncn-2c1CN(C)C(=O)c1cc(Cl)ccc-21,,,,,,,5.80106813,5.542118103,6.779891912,5.562249437
FC(F)(F)COC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)-c1ccco1,,,,,,,8.148741651,7.259637311,8,7.283996656
CC(C)Nc1cc(cnn1)-c1cccc(Br)c1,,,,,,,8.13667714,7.657577319,8.142667504,7.657577319
CC(C)(C)c1ccc(cc1)-c1c(sc(c1C#N)C(F)(F)F)C(O)=O,,,,,,6.563837353,,,,
Cc1cc(Cc2nc3-c4cc(Cl)ccc4-n4cnc(C)c4Cn3n2)on1,,,,,,,,,9.22184875,
Fc1cnc(c(F)c1)-c1cc(ccc1F)-c1cnnc(c1)-c1c(F)cncc1F,,,,,,,8.744727495,8.200659451,8.22184875,8.200659451
CCOC(=O)c1ncn-2c1Cn1cnnc1-c1cc(F)ccc-21,,,,,,,,,8.769551079,
C[C@H]1N=C(c2ccccc2F)c2cc(ccc2-n2cnc(C(=O)NC3CC3)c12)C#C,,,,,,,,6.318758763,,
CC(C)(CN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccc1,,,5.13667714,,,,,,,
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC=C2C=O,,,,,6.001304842,,,,,
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Br)c2)cc1,5.468521083,5.744727495,,,,,,,,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncc(F)cc1F,,,,,,,9.173925197,8.463441557,8.567030709,8.346787486
Cc1csc(n1)-c1cc(-c2nccn2C)c2-c3cnccc3CCCn2c1=O,,,,,,,7.853871964,7.769551079,,7.769551079
