smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
CN1CC[C@]23C[C@]4(CC[C@@]2(O)[C@H]1Cc5ccc(O)cc35)NC(=O)NC4=O,7.568797115,,6.809108283,,,
Clc1ccc(\C=C\C(=O)NC23CCC(=O)C4Oc5cccc6CC2N(CC7CC7)CC[C@@]34c56)cc1,9.26760624,7.431798276,7.920818754,,,
CCCCNC(=NCCCC)NCCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6CC7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1,8.102372909,8.173925197,8.318758763,,,
CN1CCC23C4Oc5c(O)ccc(CC1C2(O)CC6=C4NC(=O)N=C6)c35,8.420216403,7.721246399,7.920818754,6.958607315,7.214670165,5.990974258
CC(=O)N[C@H](Cc1c[nH]c2c(Br)cccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)NCC(=O)N,6.721246399,,,,,
CN(C)C1(CCC2(CC1)NCCc3c2[nH]c4ccc(C)cc34)c5ccccc5,7.823908741,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)[C@H](C)N)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,5.422048872,,,
CN([C@@H]1CC[C@@]2(O)[C@H]3[C@@H](O)c4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45)C(=O)\C=C\c7ccc(O)cc7,,,,,,10.0209071
CN1CC[C@]23CC(=O)[C@@H](CC(=O)O)C[C@@]2(O)[C@H]1Cc4ccc(O)cc34,,,,6.331520897,,6.016283526
Cc1[nH]c2ccc(Cl)cc2c1C3CCN(CC4CCCCCCC4)CC3,5.866461092,5.378823718,6.48148606,,,
CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(CN3CCCCC3)cc2,5.899629455,,8,,,
C[C@H]1C2Cc3ccc(cc3[C@@]1(C)CCN2CC4CC4)C(=O)NCCCc5cccc6ccccc56,8.619788758,7.744727495,8.721246399,,,
CN(C)C(CNC(=O)Cc1ccc(Br)cc1)c2ccccc2,,,,,4.442444679,
CC(C)S(=O)(=O)N1CCN(Cc2ccccc2C3(O)CCN(CC3)C(c4ccccc4Cl)c5ccccc5Cl)CC1,6.452225295,5.500450374,6.730487056,,,
Cc1oc(CNCC[C@]2(CCOC3(CCCC3)C2)c4ccccn4)cc1,,,,7.301029996,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NNC(=O)CCC(=O)N(C3CCN(CCc4ccccc4)CC3)c5ccccc5,,8.214670165,,,6.958607315,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCNc3ccc(CC4CCc5ccccc45)cc23,,,7.721246399,,,6.744727495
COc1c(O)ccc2CC3N(CC4CC4)CCC5(CC(=O)CC[C@@]35O)c12,,6.476253533,,,,
Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccc8ccoc8c7,,7.920818754,,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N4CC(O)CC4C(=O)NCC(=O)NC(Cc5cccs5)C(=O)N[C@@H](CO)C(=O)N6Cc7ccccc7C[C@@H]6C(=O)N8C9CCCCC9CC8C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,,5.769551079,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N2Cc3ccccc3CC2C(=O)O,,6.638272164,,,,
Fc1cccc(CN2CCN(CC2)c3ncccn3)c1,,,,4.033999142,,
CCCCC(=N)NCc1ccc2[nH]c3C4Oc5c(O)ccc6CC7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1,,8.259637311,,,,
CNC(c1ccccc1)C(C)(C)C(=O)NCc2ccccc2,,,6.330683119,,,
COC(=O)[C@@H]1C[C@H](OC(=O)c2oc3ccccc3c2)C(=O)[C@H]4[C@@]1(C)CC[C@H]5C(=O)O[C@@H](C[C@]45C)c6cocc6,8,6.236572006,7.15490196,5.774690718,,5.950781977
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4ccc(s4)c5ccccn5)c6ccccc6,6.931814138,,,,,
OCc1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2cc1O,6.443697499,,7.065501549,,,
C[C@@H](N(C)C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)NC(C(=C)C(=O)N)c3ccccc3,,,,8.397940009,,
CNC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CCC3C(=O)O[C@@H](C[C@]3(C)C2C1=O)c4cocc4,,,7.080921908,,,6.696803943
COc1ccc(cc1)S(=O)(=O)N2CCN(C(CN3CCCC3)C2)C(=O)CN4C(=O)Oc5ccc(Cl)cc45,,,,,,5.698970004
COc1cccc(c1)S(=O)(=O)N2CCN(C(CN3CCCC3)C2)C(=O)CN(C)c4ccc(Cl)c(Cl)c4,,,,,,7.102372909
C[C@H]1[C@H]2CCCCN2CC[C@@]1(C)c3cccc(O)c3,,,6.283996656,,,
CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,,,7.494850022,,,7.769551079
CCN(CC)C(=O)c1ccc(cc1)C(N2CC(C)N(CC=C)CC2C)c3cccc(OC)c3,,10,,,,
CC[C@@]12CCN(CCc3ccc(F)cc3)C[C@@H]1Oc4c(O)cccc24,6.450996738,,6.029188389,,,
CC1(C)CCC(N2CCC3(CC2)N(CN(CCNCC4CC4)C3=O)c5ccccc5)c6ccccc16,6.621602099,5.540758335,6.759450752,,,
CCC(=O)N(C1CCN(CC1)C(=O)CC(N)c2ccc(C)cc2)c3ccccc3,,5.537602002,,,,
N#Cc1ccc(CSc2nnc(c3ccccn3)n2Cc4occc4)cc1,,,,,,5.168130226
NCc1ccccc1C2(O)CCN(CC2)C(c3ccccc3)c4ccccc4,6.903089987,4.856829007,5.780415474,,,
CCC[C@@H]1C[C@](C)([C@@H](C)CN1CCC)c2cccc(O)c2,6.366531544,,6.443697499,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C#Cc7ccccc7,8.886056648,8.795880017,8.958607315,,,9.522878745
O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(OCc6ccccc6)cc35,7.677780705,6.173925197,7.552841969,,,
Oc1cccc2CC(CN3CCC4(CC3)CCc5ccccc45)NCc12,6.540607512,,,,,
COc1ccc(C)cc1NC(=O)CSc2nnc(c3ccccn3)n2Cc4occc4,,,,,,5
Oc1ccc2O[C@H]3CN(CC4CC4)CC[C@@]3(CCc5ccccc5)c2c1,8.301029996,7.619788758,7.795880017,,,
CCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NN[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)C(=O)N[C@@H](Cc4cn(C(=O)OC(C)(C)C)c5ccccc45)C(=O)O,,7.229147988,,,7.568636236,
OC1CCN(C1)C2CCCC3NCCN(C23)C(=O)Cc4ccc(Cl)c(Cl)c4,5.30980392,,,,,7.455931956
Cc1ccnc(c1)[C@H]2C[C@H]3CC[C@@H](C2)N3C(c4ccccc4Cl)c5ccccc5Cl,6.050122296,,,,,
CC(C)C1CCC(CC1)N2CCC(CC2)N3c4ccccc4CN(CCNS(=O)(=O)C)S3(=O)=O,6.974694135,,,,,
C[C@H]1C2Cc3cc4[nH]cnc4cc3[C@@]1(C)CCN2CC5CC5,9.508638306,8.292429824,10.20065945,8.008773924,,8.327902142
CN(C)[C@@]1(CC[C@]2(CC1)CN(Cc3ccccc3C(=O)N)C(=O)N2CC4CCC4)c5ccccc5,9.096910013,,,,,
C[C@H]1CN(CCc2ccccc2)[C@H](CCNC(=O)c3ccccc3)C[C@@]1(C)c4cccc(O)c4,7.229147988,6.148741651,6.698970004,,,
CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)NCC(=O)N,,6.869666232,,,,
C[C@H]1CN2CCCC[C@@H]2C[C@@]1(C)c3cccc(O)c3,6.148741651,,6.283996656,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C[C@@]36OCCCc8ccccc8)c9cn[nH]c9,6.91721463,6.590066877,7.522878745,8.48148606,,
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)[C@@H](CC[C@@]35O)NC(=O)c6cccc(I)c6,9.15490196,8.585026652,10.09691001,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1,,7.886056648,,,6.008773924,
CCN(CC)C(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)\c5ccccc5,,,,,5.857923539,
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)NCCSc3cc(O)n(c3O)c4ccc(CCC(=O)N5CCC5=O)cc4,,,,,,8.522878745
CN(C)c1cccc(c1)c2cnc3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@]7(Cc3c2)OCCCc9ccccc9,7.795880017,7.161150909,7.920818754,8.823908741,,
CC1=C(Cc2ccccc2)NC(=O)C(=N1)CCCCNC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C,9.37675071,8.065501549,,,,
Clc1ccc(CC(=O)N2C[C@H]3CC[C@H]([C@@H]2CN3Cc4ccccc4)N5CCCC5)cc1Cl,6.327902142,,7.15490196,,,6.086186148
CC(C)(C)C(=O)N(CCN1[C@@H]2CC[C@H]1C[C@H](C2)c3cccc(c3)C(=O)N)CC4CCCCC4,9.899998417,8.698970004,,,,
CO[C@]12CC[C@@]3(C[C@@H]1COCc4cccc(NC(=O)C)c4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10.30103,,,9.698970004
CN(C)C(=O)C1=Nc2ccccc2N(C3CCN(CC3)C4CCCCCCC4)C1=O,5.554863031,4.688097869,6.174573882,,,
CCOC(=O)CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,6.359518563,,,
CN1CC[C@@]2(C[C@H]3CCCC[C@@H]3[C@H]1C2)c4cccc(O)c4,9.045757491,6.935542011,7.657577319,,,
COc1cccc(COC[C@H]2C[C@]34CC[C@]2(OC)[C@@H]5Oc6c(OC)ccc7C[C@H]3N(C)CC[C@@]45c67)c1,8.195860568,,9.677780705,,,
C[C@H]1[C@H]2Cc3ccc(cc3[C@]1(C)CCN2CC4CC4)C(=O)NCCc5ccc(cc5)c6ccc(O)cc6,11.30980392,9.107905397,9.443697499,9.301029996,9.508638306,9.585026652
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COC\C=C\c8ccccc8)OC,8.361510743,,9.27572413,,,
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3ncc[nH]3)CC2)c4cccc(O)c4,5.90274269,9.522878745,5.924818145,,8.920818754,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@H](O)CCc4ccccc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10.32790214,,,9.13667714
NC(=O)[C@H](Cc1ccccc1)NC(=O)C2=CC3=C(C[C@]45CCN(CC6CC6)[C@H](Cc7ccc(O)cc47)[C@]5(O)C3)NC2=O,,,9.070581074,,,
NC(=O)C1(C[C@H]2CC[C@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)C5CCCCN5,6.324221658,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cccnc3C)C(=O)N2CC4CCC4)c5ccccc5,7.823908741,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(s3)c4ccncc4)c5ccccc5,5.869666232,,,,,
COc1cc(OC)c(C\C=C(/C)\CCC=C(C)C)c(\C=C\c2ccc(O)c(O)c2CC=C(C)C)c1,,,,,5.180456064,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)OCc5cc(cc(c5)C(F)(F)F)C(F)(F)F,,8.346787486,,,8.468521083,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccn(c4)S(=O)(=O)c5ccc(OC)cc5,,,5.790484985,,,
CO[C@@H]1C[C@@H]([C@@H]2C[C@@]3(C)[C@@H](CC[C@@]4(C)[C@@H](C[C@H](OC(=O)C)C(=O)[C@H]34)C(=O)OC)C(=O)O2)[C@H](OC)O1,,,6.903089987,,,
O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc4ccccc4)C(=O)N5CCC[C@@H]5C(=O)N[C@H]1Cc6ccccc6,7.522878745,,8.420216403,,,
COc1ccc2CC3N(CC(=C)C)CCC45[C@@H](Oc1c24)c6oc7ccccc7c6C[C@@]35O,,7.356547324,,,,
Clc1ccc(CNc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2)cc1,8.769551079,7,8.346787486,,,
CN1CC[C@@]23[C@@H]4Oc5c(O)ccc(C[C@H]1[C@H]2C=C[C@H]4O)c35,9.494850022,,,7.468521083,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CC3)c4cnc(cc4C)C(F)(F)F)c5ccccc5,6.515700161,,,,,
Clc1ccc(CN2CCN(CC2)c3ncccn3)cc1Cl,,,,4.033999142,,
CNc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1,8.522878745,7.602059991,10.18045606,7.327902142,,7.853871964
CNC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)NC(Cc2ccc(cc2)[N+](=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(CCC[N-]C(=[NH2+])N)C(=O)NC(CCC[N-]C(=[NH2+])N)C(=O)NC(CC(C)C)C(=O)N,,7.537602002,,,,
OCCN(CC(=O)O)C1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C5CCCCCCC5)C1=O,4.922922933,3.261454087,5.692076296,,,
NC(=N)NCCNC(=O)C1(CCN(Cc2ccccc2)CC1)Nc3ccccc3,6.696803943,5.604498876,6.649751982,,,
OC1CCN(C1)C2CCCC3C2N(CCN3Cc4cnc[nH]4)C(=O)Cc5ccc(Cl)c(Cl)c5,5.356547324,,,,,
COc1cncnc1NC(=O)CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O,7.431798276,,,,,
CC(C)CN1CCC23C4[C@H]5CN(C4CCC2(O5)C1Cc6ccc(O)cc36)C(=O)c7ccccc7,,,,,8.522878745,7.008773924
CN1\C(=C\C=C\C=C\C2=[N+](CCCCCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCNC(=N)Nc3ccc4[nH]c5[C@@H]6Oc7c(O)ccc8C[C@H]9N(CC%10CC%10)CC[C@@]6(c78)[C@@]9(O)Cc5c4c3)c%11ccc(cc%11C2(C)C)S(=O)(=O)[O-])\C(C)(C)c%12cc(ccc1%12)S(=O)(=O)O,6.876148359,6.714442691,8.744727495,,,
Clc1ccc(cc1)[C@H]2CC=CCN(C(CN3CCCC3)c4ccccc4)C2=O,,,7.455931956,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7c8ccc(NCC9CC9)cc8)OC,,,7.698970004,,,
COC12CC[C@@]3(C[C@@H]1CNC(=O)c4ccccc4C(=O)O)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,8.821023053,8.189767482,9.494850022,,,
CCC(=O)N(C1CCN(CCc2ccccc2)CC1F)c3ccccc3,8.431798276,,,,,
CCN1[C@@H]2CCCC[C@H]2N(C3CCN(Cc4ccccc4)CC3)C1=O,6.145086978,,,,,
Cc1ccccc1C(N2CCC(O)(CC2)c3ccccc3CN)c4ccccc4C,6.721246399,5.073914913,6.346787486,,,
OC(CNCc1ccc(Cl)cc1Cl)c2cccc(O)c2,,,7.080921908,,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(cc3)[N+](=O)[O-],,,8.958607315,,,
CC(=O)N[C@@H](CCCNC(=O)N)C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@H]2CC[C@H]3CCC[C@H](N3C2=O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](Cc4ccc(Cl)cc4)C(=O)N,,5.592609096,5.369572125,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cccc(n3)S(=O)C)C(=O)N2CC4CCC4)c5ccccc5,7.428291168,,,,,
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(F)cc3,,,,,7.008773924,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)C(=O)N(C)CCO)c4ccccc4,5.457174573,,,,,
O=C(CCCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)Oc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6,8.48148606,7.096910013,8.920818754,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC(=O)Nc3ccncc3)C(=O)N2CC4(O)CCC4)c5ccccc5,7.397940009,,,,,
C(COc1ccc2[C@@H](CN3CCC[C@@H]3c2c1)c4cccnc4)CN5CCCCC5,,,7.13076828,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4ccnc(n4)C#N)c5ccccc5,7.41453927,,,,,
CCC(=O)N(CC1CCCCN1Cc2ccc3[C@H](N)CCCc3c2)c4ccccc4,,5.283996656,,,,
Oc1cccc(c1)[C@]23CCC[C@H](C2)N(C\C=C\c4ccccc4)CC3,8.698970004,6.860120914,6.903089987,,,
CC(C)NCCN1CN(c2ccccc2)C3(CCN(CC3)C(c4ccccc4Cl)c5ccccc5Cl)C1=O,6.127843727,6.019996628,6.328827157,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cc(ccn3)C#N)C(=O)N2CC4CCC4)c5ccccc5,7.127843727,,,,,
COc1ccc(C)c(OC(CCN2CCC(CC2)N3C(=O)N(Cc4nocn4)c5ccccc35)C(C)C)c1,7.107905397,,,,,
CC(=O)Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CCCF)cc2s1,7.823908741,6.657577319,8.920818754,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(nc3)C#N)c4ccccc4,5.341988603,,,,,
C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc2ccc(O)cc2)N(C)C,8.958607315,,,8.337242168,,
CC(C)C(=O)N[C@H]1C[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC5CC5)CC1=O,,,,,,7.607303047
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@H](C[C@]23C)c4cocc4,,,7.769551079,,,6.142667504
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(cc3)S(=O)(=O)C)c4ccccc4,5.618884919,,,,,
Oc1ccc2OC3CN(CCc4ccccc4)CCC3c2c1,9.045757491,,,,,
CO[C@]12CCC[C@]3(C)Oc4c(O)ccc5C[C@H]1N(C)CC[C@@]23c45,9.468521083,7.886056648,8.102372909,8.522878745,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)\C(=C\c7ccc(I)cc7)\C[C@@]36O,7.698970004,8.657577319,6.899629455,,,
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C6(CC[C@@]35C[C@]6(C)COCc7ccccc7)OC,,,,7.782516056,,
COc1cccc(CNc2nc3cc4c(C[C@@H]5[C@@H]6CCCC[C@]46CCN5CC7CC7)cc3s2)c1,8.040958608,7.468521083,8.318758763,,,
CCC(=O)N([C@H]1CCN(CCc2ccccc2)C[C@H]1C)c3ccccc3,10.69897,7.113509275,7.244125144,,,
OC1=CC(=O)C2=C(O)C=C(OC2=C1)c3ccc(O)c(c3)c4c(O)cc(O)c5C(=O)C=C(Oc45)c6ccc(O)cc6,,7.443697499,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@H](CC[C@@]36O)NC(=O)c7c[nH]c8ccccc78,9.540607512,7.978810701,9.007004902,,,
Cc1oc(CN2CCN(CC2)c3ncccn3)cc1,,,,4.033999142,,
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3CCc4cc(O)ccc4C3,,,,6.920818754,6.420216403,8.22184875
C[C@H]1CC[C@]2(CCN(CCc3ccccc3)[C@@H]1C2)c4cccc(O)c4,8.657577319,6.899629455,7.26760624,,,
Clc1ccc(CSc2nnc(c3ccccn3)n2Cc4ccccc4)cc1Cl,,,,,,5.906578315
CN(C(CN1CCCC1)c2cccc(NC(=S)Nc3ccc(C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46)c(c3)C(=O)O)c2)C(=O)Cc7ccc(Cl)c(Cl)c7,,8.744727495,,,,
OC[C@H](O)CNC1=Nc2ccccc2N(C3CCN(CC3)C45CC6CC(CC(C6)C4)C5)C1=O,4.992252222,3.271483895,5.347753659,,,
Clc1ccc2CCC(Cc2c1)N3CCC4(CC3)N(CNC4=O)c5ccccc5,7.958607315,6.318758763,7.795880017,,,
CS(=O)(=O)Oc1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCCC4,,,,,,6.320572103
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NC3CCN(CCc4ccccc4)CC3,,7.853871964,,,6.292429824,
CN1CC[C@]23Cc4nc5ccccc5cc4C[C@H]2[C@H]1Cc6ccc(O)cc36,,,,,10.32790214,
NC(=O)[C@@]1(C[C@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccc(Br)cn5,6.815308569,,,6.375717904,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@]7(C)C(O)c8ccc(cc8)c9ccccc9)OC,7.769551079,7.30980392,6.518557371,,,
CC(C)CC(Oc1cc(C)ccc1Cl)C(O)CN2CCC(CC2)N3C(=O)Nc4ccccc34,6.779891912,,,,,
CCOC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3C\C=C\c4ccccc4,,6.552841969,,,,
NC(=O)[C@@]1(C[C@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccc(F)cn5,6.910094889,5.475344288,5.793174124,6.134896025,,
C[C@H]1CN(CC[C@H](O)C2CCCCC2)CC[C@@]1(C)c3cccc(O)c3,10.36653154,9.505845406,9.494850022,,,
CN(CC(=O)N(C)C(CN1CCCC1)c2ccc(cc2)c3ccccc3)c4ccc(Cl)c(Cl)c4,,,,,,7.795880017
O=C1N[C@@H]2CCCC[C@H]2N1C3CCN(CC4CCCCCCC4)CC3,5.970210529,5.184953824,5.769295686,,,
C[C@H]1CN(CC2C[C@@H]2c3ccccc3)CC[C@@]1(C)c4cccc(O)c4,8.744727495,,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc2cccc(c2)C(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O,5.958607315,7.37675071,,,6.13667714,
CCN(C)[C@@]1(CC[C@]2(CC1)CN(CC(C)(C)C(=O)N)C(=O)N2CC3CCC3)c4ccccc4,6.040958608,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(C)(C)C(=O)N)C(=O)N2CC3COC3)c4ccccc4,5.330218385,,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCc8ccc(Cc9nn[nH]n9)cc8)OC,5.750889734,,6.742681487,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NCc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N4CCC[C@@H]4C(=O)N[C@@H](CCCCN)C(=O)O,,6.754487332,,,,
O=C(Cc1cccc2sccc12)N[C@@H]3CCCC[C@H]3N4CCCC4,5.318758763,,6.477555766,,,
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)Cc6c4[nH]c7ccc(I)cc67)c35,7.180456064,8.420216403,6.795880017,,,
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4ccc(OC(F)(F)F)cn4)C1)c5cccc(F)c5,6.09420412,,,,,
CCCC(C)CN1CCC(CC1)(c2ccc(cc2)C(=O)N(CC)CC)c3cccc(O)c3,,8.744727495,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,5.525783736,,7.721246399,,,6.443697499
O=C1Cc2ccccc2N1C3CCN(CC4CCCCCCC4)CC3,7.853871964,,6.640164518,,,
O=C(OCc1ccccc1)N2CCC(CC2)(c3ccccc3)c4nccn4Cc5ccccc5,,7.920818754,6.91721463,,,
Cc1ccccc1CSc2nnc(c3ccccn3)n2Cc4cccs4,,,,,,4.832682665
Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)CNC(=O)c7ccccn7,9.522878745,9.431798276,9.853871964,,,
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4cnc(nc4)c5ccncc5)C1)c6ccccc6,7.080921908,,,,,
CCOC(=O)C(CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)OC(=O)[C@H]3Cc4ccc(O)cc4CN3,7.568636236,5.974694135,8.769551079,,,
CC1(C)OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4ccccc4,8.522878745,,,8.397940009,,
