smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCCCN)C(=O)N,6.600326279,,,,,
COCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)C2C1=O)c4cocc4,,,9.397940009,,,9.22184875
CCCCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,6.283996656,5.372634143,7.15490196,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccncc7Cl,9.173925197,6.299296283,7.698970004,8.638272164,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)CNC(=O)OCc3ccccc3,,,7.075720714,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C4CCCCC4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10,,,10.50863831
C[C@@H](C1CC1)N2CC[C@]34CCCC[C@H]3[C@H]2Cc5ccc(O)cc45,7.744727495,,,7.301029996,,
COC1(C2CCCC1CN(C2)C(C)C)c3ccnc(c3)C(=O)N,8.522878745,,,,,
Cl.Oc1cccc(CCN(CCc2ccccc2)CC3CCC3)c1F,6.400116928,,10.1426675,,,8.161150909
Nc1ccnc(c1)N2CCC3(CC2)OC(c4ccccc4)c5ccccc35,,,,,7.229147988,
Oc1ccc2CC3N(CC4CC4)CCC5(C6[C@H]7CN(C6CCC35C7)C(=O)c8cocc8)c2c1,9.341988603,9.504455662,9.655607726,6.809668302,9.638272164,8.853871964
C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,8.420216403,6.853871964,8.004364805,7.397940009,,6.920818754
CC(C)CCC(N1CCC2(CC1)N(CNC2=O)c3ccccc3)c4ccccc4,7.522878745,6.133122186,7.585026652,,,
CN[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3COC3)c4cnc(nc4)C(F)(F)F)c5ccccc5,7.508638306,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)N4CCC4)c5ccccc5,5.341511619,,,,,
CC(C)(C)[C@@]1(C)OCO[C@]23C=C[C@@]4(C[C@H]12)[C@H]5Cc6ccc(O)c7O[C@@H]3[C@]4(CCN5CC8CC8)c67,,,9.356547324,8.806875402,,8.110138279
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc3ccc(cc3)C(F)(F)F)NC(=O)[C@H](Cc4ccccc4)NC2=O)C(=O)N,,,,8.283996656,6.790484985,7.920818754
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(N)cc3,,,9.031517051,,,
OC1(CC2CCC(C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5cncs5,5.827689031,,,,,
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1[NH+]3CCCC3)C(=O)C4C(=C4c5ccccc5)c6ccccc6,,,,,,8.017728767
CO[C@@]12C=C[C@@]3([C@@H]4CN(C[C@H]14)C(=O)\C=C\c5ccccc5C)[C@H]6Cc7ccc(O)c8O[C@@H]2[C@]3(CCN6C)c78,9.657577319,8.619788758,9.283996656,8.585026652,,8.397940009
CCC(=O)N(C1CCN(Cc2cccc3[C@@H](CCCc23)NC(=O)CCNC(=O)[C@H](Cc4ccccc4)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc5ccc(O)cc5)CC1)c6ccccc6,,7.468521083,,,,
Cc1ccc(cc1)C(N2CCC(O)(CC2)c3ccccc3CN)c4ccc(C)cc4,6.299296283,5.050609993,5.976336082,,,
CC(C)CN1CC[C@]23[C@@H]4[C@@H]5O[C@@]26CC[C@@]4(OCOc7c(O)ccc(C[C@@H]16)c37)N(Cc8ccccc8)C5=O,,,,6.651695137,7.795880017,6.119186408
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4C(F)(F)F,,,,,,7.508638306
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC6(CC[C@@]35OC6)NCC7CCCCC7)c2c1,9.031517051,,10.28399666,,,
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)N,6.829738285,,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(Cc6[nH]c7ccccc7c6C[C@@]35O)c2c1OC,,,5.841637508,,,
CCN[C@@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,7.537602002,,,7.161150909
Cn1c2[C@@H]3Oc4c(O)ccc5CC6N(CC7CC7)CC[C@@]3(c45)[C@@]6(O)Cc2c8C[C@@]9(O)C%10Cc%11ccc(O)c%12O[C@@H](c18)[C@]9(CCN%10CC%13CC%13)c%11%12,,7.236572006,,,,
CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24,,8.795880017,,,7.677780705,
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,6.036212173,,,5.026872146,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2C(=O)NCCC(=O)O,5.958607315,8.37675071,,,,
Cc1cc(cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2c4nc(c[nH]4)c5ccccc5)C(=O)N,,,,6.793174124,7.657577319,
C[C@H]1C2Cc3ccc(Nc4ccc(Cl)cc4)cc3[C@@]1(C)CCN2CC5CC5,,7.585026652,,,,
Clc1ccc(CC(=O)N2CCc3ccccc3C2CN4CCCC4)cc1Cl,,6.946921557,,,,
CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(F)cc3)C(=O)N[C@@H]1C(=O)O,,8.958607315,,,,
CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)[C@@H](N)CO)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,,,9.744727495,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2CNC(=O)c4ccccc4,,,,6.962573502,,
CC1(C)CCC(CC1)NCc2ccc(cc2)N3CCCc4cc(ccc34)C(=O)N,8,7.301029996,7.200659451,,,
CCC(=O)N(c1ccccc1)C2(CCN(CCc3ccc(O)cc3)CC2)C(=O)OC,,,,10.55284197,,
CC(CCN1CC[C@](C)([C@@H](C)C1)c2cccc(c2)C(=O)N)c3ccccc3,8.301029996,6.508638306,7,,,
COc1ccc(N2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O)c(c1)C#N,7.327902142,,,,,
OC(=O)CC1CCN(CC1)C2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O,5.327902142,5.884389488,5.938170693,,,
COc1cccc2C[C@H]3N(C)CC[C@@]4(CC(=O)CC[C@@]34OC)c12,,7.337242168,,,,
COCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(OC)c5OC1[C@]2(CCN3C)c45,5.370568993,,4.437234072,4.704652852,,
CCCN1CC[C@@H]2[C@@H]3[C@H](CCC[C@@H]13)[C@@H](CC)c4nc5ccccc5cc24,,,6.307153081,,,
CC(C)C1CCC(CC1)N2CCC(CC2)N3c4ccccc4CN(CCO)S3(=O)=O,7.065501549,,,,,
CCNCC1(C[C@@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccn5,6.129011186,,,,,
Clc1cc(Br)cc(Cl)c1S(=O)(=O)N2CCN(CC2)C(=S)NC3CC3,,,,,4.92343237,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cc(ccc4C#N)S(=O)(=O)C)c5ccccc5,7.004364805,,,,,
COc1ccc2C[C@H]3N(CCC(=O)O)CC[C@@]45[C@@H](Oc1c24)[C@]6(CC[C@@]35C[C@@H]6COCc7ccccc7)OC,6.070586184,4.770011675,7.190238335,5.852775206,,6.28976413
COc1ccc(C)c(OC(CCN2CCC(CC2)N3C(=O)N(CCN(C)C)c4ccccc34)C(C)C)c1,6.974694135,,,,,
COc1ccc(CN2C[C@H]3[C@H]4Cc5ccc(OC)cc5[C@@]3(CCN4CC6CC6)CC2=O)cc1,,,6.386274428,,,
Clc1ccc2scc(CC(=O)N3CCN(CC3CN4CCCC4)c5ccccc5)c2c1,,,,,,8.698970004
CO[C@]12CC[C@@]3(C[C@@H]1[C@H](O)C4CCCCC4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10.04575749,,,10.27572413
CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)NCC(=O)N,,7.301029996,,,,
CC(=O)Nc1nc2C[C@]34CCN(CC5CC5)[C@H](Cc6ccc(O)cc36)[C@@H]4Cc2s1,10.07058107,9.187086643,9.769551079,9.283996656,,8.48148606
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4C#Cc5ccccc5OC,,,,,,5.214670165
COCOC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,6.958607315,,,6.718966633
NC(=O)c1ccc(Oc2ccc(CN3CCC[C@@H]3c4cccc(F)c4)cc2)c(F)c1,,,7.26760624,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cccc(c3)C(F)(F)F)c4ccccc4,5.611721137,,,,,
COC1(C2CCCC1CN(C2)[C@@H]3CCOC3)c4ccnc(c4)C(=O)N,8.522878745,,,,,
CC(C)[C@@H]1CC[C@@H](CC1)N2CCC3(CC2)[C@@H]4CN(CCN5CCOCC5)C[C@@H]4CN3c6ccccc6,6.749579998,5.530030791,6.829738285,,,
CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H]1C(=O)O,,7.585026652,,,,
CC1(C)SSC[C@@H](NC(=O)[C@H]2NCC[C@@H]2c3ccc(O)cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H]1C(=O)O,,9.180456064,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)N4CCCC4)c5ccccc5,5.696803943,,,,,
Oc1cccc(c1)C(=O)NC2CCC3(O)C4Cc5ccc(O)c6OC2C3(CCN4CC7CC7)c56,9.886056648,8.563837353,10.22184875,,,
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N,5.444905551,5.458670422,5.864231485,,,
COc1cnc(cn1)N2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O,6.585026652,,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCc8ccccc8)OC,8.818156412,8.036212173,10.04575749,7.967381239,7.832978204,8.369572125
CNC(=O)Oc1ccc2CC3C4CCCCC4(CCN3CC5CC5)c2c1,8.27572413,7.37675071,8.468521083,7.853871964,,7.795880017
COc1cc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c3ccccc3)c(cc1OC)S(=O)(=O)N(C)C,7.602059991,8.031517051,8.795880017,,,9.619788758
COc1ccc(cc1)C2(CC3CCC(C2)N3C(c4ccccc4Cl)c5ccccc5Cl)C(=O)N,7.229147988,,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSCSC[C@@H](NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@H](Cc5ccccc5)NC2=O)C(=O)N,9.327902142,9.318758763,8.886056648,,7.443697499,
Cc1ccc2NCC3(C[C@@H]4CC[C@@H](C3)N4C(c5ccccc5Cl)c6ccccc6Cl)c2c1,6.000869459,,,,,
CN([C@H](CN1CCCC1)c2cccc(N)c2)C(=O)Cc3ccc(cc3)C(F)(F)F,,,9.508638306,,,
Oc1ccc2C[C@]34CC[C@]5(C[C@]3(CCN(CC6CC6)C4)c2c1)NC(=O)NC5=O,6.170053304,,6.830325566,6.509760515,,6.496481687
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CC[C@@H](C2)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](C(=C)C(=O)N)c5occc5,10.89279003,7.522878745,6.744727495,12.9625735,7.327902142,
CCOC(=O)C1=C(C2OC1C=C2[C@@H]3C[C@@]4(C)[C@@H](CC[C@@]5(C)[C@@H](C[C@H](OC(=O)C)C(=O)[C@H]45)C(=O)OC)C(=O)O3)C(=O)OCC,,5.645891561,6.920818754,,,
C[C@H]1C2Cc3ccc4C(=O)NC=Nc4c3[C@@]1(C)CCN2CC5CC5,6.568636236,5.698970004,6.795880017,,,
CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cccc(c6)C(F)(F)F,,8.387216143,,,9.698970004,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NC3CCS(=O)(=O)CC3)C(=O)N2CC4CCC4)c5ccccc5,7.515700161,,,,,
CN1CC[C@@]23c4c5C[C@@H]1[C@]2(O)CCC(=O)[C@]3(CO)Oc4c(O)cc5,8.494850022,6.681936665,,7.455931956,,
Oc1ccc2C[C@@]34CN(Cc5ccccc5)CC[C@@]3(Cc6nc7ccccc7cc6C4)c2c1,7.119186408,7.494850022,6.226213555,,,
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F,9,9,,,,
O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]3CCCN3Cc4ccc(cc4)C#N)Nc5ccccc5,7.468521083,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)\C(=C\c7ccc(F)cc7)\C[C@@]36O,7.677780705,7.455931956,6.966576245,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7CS(=O)(=O)Cc8ccccc8)OC,8.137272472,,8.8569852,6.79658632,,7.05173378
CC1Cc2c([nH]c3ccc(cc23)[N+](=O)[O-])C4(CCC(CC4)(N(C)C)c5ccccc5)O1,8.180456064,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC(=O)N3CCCC3)c4cnc(cc4C)C(F)(F)F)c5ccccc5,5.542118103,,,,,
Fc1ccc(cc1)c2cnc(cn2)N(C3CCN(Cc4ccccc4)CC3)C(=O)c5cccs5,6.522878745,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc(Br)cc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,8,5.850780887,6.13076828,5.310691141,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccccc3CNC(=O)C,5.906578315,6.045757491,8.721246399,,,8.886056648
CCC(=O)N(CC1CCN(Cc2ccc3[C@H](N)CCCc3c2)CC1)c4ccccc4,,5.22184875,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(cn3)C(F)(F)F)c4ccccc4,5.493494968,,,,,
CN(C)C(=O)CCC[C@]12CCN(CC3CC3)[C@H](Cc4ccc(O)cc14)/C/2=C\C(=O)O,6.068898254,,7.371304617,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4ccccc4)c5ccccc5,7.341988603,,,,,
CC(Oc1cc(C)ccc1Cl)C(O)CN2CCC(CC2)N3C(=O)Nc4ccccc34,6.928117993,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cnccn4)c5ccccc5,6.602059991,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCN(C\C=C/Cc3ccccc3)CC2,,,7.26760624,,,
CNC(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,9.22184875,,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CSCSC[C@H](NC(=O)[C@H](Cc3cccc4ccccc34)NC(=O)[C@H](Cc5ccccc5)NC2=O)C(=O)N,,,8.22184875,,,
COC(=O)CCCCCCCCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1,9.638272164,7.356547324,10.15490196,8.096910013,,8.244125144
COC(=O)[C@@H]1C[C@H](OC(=O)CC(=C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,6.441291429,,8.22184875,,,7.602059991
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)N)C(=O)N2CC3CC3)c4ccccc4,7.022276395,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(cc3C)N4CCNC(=O)C4)c5ccccc5,5.687188174,,,,,
Oc1ccc2C[C@@H]3[C@@H]4CC[C@@]5(C[C@]4(CCN3CC6CC6)c2c1)NC(=O)NC5=O,8.076238039,,9.698970004,,,
CCNC(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3)\c4ccccc4,7.124938737,8.259637311,,,,
CCC(=O)N(C1CCN(CC1)C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)c4ccccc4,,10.52287875,,,9.920818754,
CC1(C)CCC(N2CCC3(CC2)N(CN(CCNCC=C)C3=O)c4ccccc4)c5ccccc15,6.70333481,5.599462011,6.681936665,,,
Clc1cccc(CSc2nnc(c3ccccn3)n2Cc4occc4)c1,,,,,,5.251869986
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7cc8ccccc8cn7,8.455931956,7.602059991,9.568636236,,7.853871964,8.552841969
CN1CCC2(CC1)NCC(=O)N(C2=O)c3c(C)cccc3C,5,,,,,
COc1cnc(NC(=O)CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O)nc1,7.366531544,,,,,
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4cnc(C#N)c(c4)C(F)(F)F)C1)c5ccccc5,6.991399828,,,,,
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3CCc4ccccc4)c5ccc(O)cc5,7.657577319,8.107905397,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCN(CCCCCc3ccccc3)CC2,,,7.408935393,,,6.180456064
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CCC[C@@H](C3)N4C5C6CCCC5CCC6)C1=O,5.464832515,5.669383333,5.349692477,,,
COC(=O)N1CCN([C@@H]2[C@H](CCC[C@H]12)N3CC[C@H](O)C3)C(=O)Cc4ccc(Cl)c(Cl)c4,,,,,,9.045757491
CCC(=O)Nc1ccc(Cc2ccccc2)cc1CNC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C.OC(=O)C(F)(F)F,,,5.962573502,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7cccc(I)c7,8.602059991,9.236572006,9.638272164,,,
Clc1ccc(CN2CCN(CC2)C(=O)c3occc3)cc1,,,,4.033999142,,
OC(CCCCC(O)c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2cc1O)c6cc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7cc6O,7.13076828,5.795880017,7.173925197,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@]78CC[C@@]36C[C@@H]7[C@](C)(OCO8)C(C)(C)C,,,8.141462802,7.068542129,,6.068033885
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3nccn3C)CC2)c4cccc(O)c4,6.1123827,8.769551079,5.337714484,,7.823908741,
COC(=O)[C@@H]1C[C@H](OC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,,,,,,5.744968837
CCN1C(=O)N([C@H]2CCN3[C@H](CCC[C@H]3c4ccccc4)C2)c5ccccc15,7.744727495,5.735654493,6.005682847,,,
COc1cc(F)cc(c1)n2ccc(n2)N(C3CCN(C)CC3)C(=O)c4cccs4,6.522878745,,,,,
CC1=C(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)NC(=O)C(=N1)C,7.823908741,6.679853714,,,,
COCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3C)c45,7.404503778,5.558619115,6.253723969,6.804100348,,5.63921731
CCCNC1CCc2ccc(O)cc2C1(C)C,6.308918508,,6.600326279,,,
Cc1[nH]c(nc1c2ccccc2)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](N)Cc5ccc(O)cc5,,,,,6.896196279,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CCCCNC(=O)NCCC(=O)N(C6CCN(CCc7ccccc7)CC6)c8ccccc8)C(=O)N[C@@H](C(C)C)C(=O)N,,8.337242168,,,8.080921908,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3cccc(c3)C(F)(F)F,,,10.19382003,,,
CC(C)C(=O)Oc1ccc2C[C@@H]3[C@@H]4C=C[C@H](OS(=O)(=O)[O-])[C@@H]5Oc1c2[C@]45CC[NH+]3C,,6.233587153,,,,
Fc1ccc2NC(=O)CC(=O)N(C3CCN(CC3)C4CCCCCCC4)c2c1,5.420216403,,,,,
Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CCCF)cc2s1,8.568636236,7.26760624,9.522878745,6.886056648,,7.494850022
CCC(=O)N(C1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)c4ccccc4,,8.769551079,,,,
COC[C@@]1(C)C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,8.327902142,,,7.721246399
COCCOCCOCCOCCOCCO[C@H]1[C@@H]2[C@H](C)[C@@](C)(CCN2CC3CC3)c4cc(O)ccc14,5.406935568,,6.019996628,5.917573699,,6.709965389
CC(=O)N1CC[C@@H](NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)c3cc(Cc4ccc5OCCOc5c4)ccc13.OC(=O)C(F)(F)F,,,6.847711656,,,
CN1CC[C@]23C[C@@H](C[C@@]2(O)[C@H]1Cc4ccc(O)cc34)C(=O)NCCc5ccccc5,,,8.031984286,,,
CC(=O)NCC1(C[C@@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ncccc5CN6CCCCC6,6.120330794,,,,,
CN1CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc4ccc(C(=O)NCCc5ccc(cc5)C6=CNC(=O)N=C6)c(O)c34,8.795880017,,,,,
OC(=O)CN(CCNC1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C5CCCCCCC5)C1=O)CC(=O)O,5.965371543,,5.478861916,,,
CN(C(=O)C)c1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1,6.958607315,5.958607315,8.161150909,,,
CCOC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3Cc4ccc(F)cc4,,7.292429824,,,,
CO[C@@]12CCC(=O)C[C@@]13CCN(C)[C@@H]2Cc4ccc(C(=O)NCCc5ccc(cc5)C6=CNC(=O)NC6=O)c(O)c34,9.283996656,7.37675071,6.065501549,,,
COCCOCCOCCN1CCN(CC1)c2ccc3C(=O)[C@@H]4[C@H](C)[C@@](C)(CCN4CC5CC5)c3c2,,,6.208309351,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](C(=C)C(=O)N)c5ccc(Cl)cc5,8.148741651,4.966174306,,7.920818754,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N,9.091514981,6.548213564,6.283996656,10,,
Oc1ccc(C[C@@H]2NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H]6CCCN6C2=O)cc1,6.173925197,,6.657577319,,,
NC(=O)c1cccc(c1)[C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC4CCCCC4)C(=O)CO,10,8.397940009,,,,
CCC(=O)N(C1CCN(CC1)C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](N)Cc5c(C)cc(O)cc5C)c6ccccc6,,9.420216403,,,9.318758763,
CC1=C(CCc2ccccc2)NC(=O)C(=N1)CCCNC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C,9.259637311,7.420216403,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,7.065501549,6.565431096,6.89279003,,,
